CNTYVTD,VTDKEY,BlacklockR_18G_Sup Ct 2,KirklandD_18G_Sup Ct 2
"0410095",1217,0,0
"0410096",1218,2,0
"0410097",1219,0,0
"0410098",1220,2,1
"0410099",1221,0,0
"0410100",1222,0,0
"0410101A",1223,19,3
"0410101B",1224,0,0
"0410101C",1225,0,0
"0410101D",1226,0,0
"0410102",1227,1,0
"0410103",1228,0,0
"0430001",1229,697,458
"0430002",1230,317,387
"0430003",1231,111,131
"0430004",1232,412,456
"0430005",1233,26,50
"0430006",1234,176,208
"0430007",1235,14,51
"0430008",1236,136,319
"0450001",1237,71,8
"0450002",1238,141,19
"0450003",1239,133,12
"0450004",1240,173,18
"0450006",1241,29,6
"0470001",1242,92,336
"0470002",1243,114,332
"0470003",1244,49,258
"0470004",1245,118,368
"047003S",1246,42,69
"0490101",1247,1188,195
"0490105",1248,838,132
"0490109",1249,163,12
"0490113",1250,899,131
"0490202",1251,431,112
"0490204",1252,316,139
"0490212",1253,434,54
"0490214",1254,353,55
"0490215",1255,157,9
"0490303",1256,498,108
"0490306",1257,919,101
"0490307",1258,372,41
"0490308",1259,310,23
"0490316",1260,139,10
"0490318",1261,836,105
"0490410",1262,1197,138
"0490411",1263,416,132
"0490417",1264,1001,118
"0510113",1265,351,54
"0510114",1266,650,241
"0510203",1267,202,55
"0510204",1268,364,60
"0510207",1269,164,85
"0510211",1270,483,106
"0510215",1271,176,46
"0510301",1272,600,162
"0510305",1273,284,68
"0510308",1274,220,59
"0510309",1275,399,81
"0510406",1276,324,232
"0510410",1277,839,211
"0530001",1278,797,151
"0530002",1279,1173,400
"0530003",1280,436,182
"0530004",1281,1086,385
"0530005",1282,508,189
"0530006",1283,294,95
"0530007",1284,338,82
"0530008",1285,602,130
"0530009",1286,1339,324
"0530010",1287,680,183
"0530011",1288,220,27
"0530012",1289,778,218
"0530013",1290,411,135
"0530014",1291,282,55
"0530015",1292,348,89
"0530016",1293,252,60
"0530017",1294,908,189
"0530018",1295,472,188
"0530019",1296,1857,496
"0530020",1297,1430,577
"0550100",1298,118,148
"0550101",1299,172,213
"0550102",1300,277,120
"0550103",1301,657,569
"0550104",1302,199,89
"0550105",1303,21,38
"0550107",1304,0,0
"0550108",1305,27,28
"0550109",1306,12,1
"0550110",1307,36,27
"0550111",1308,251,243
"0550112",1309,0,0
"0550113",1310,0,0
"0550114",1311,0,0
"0550115",1312,0,0
"0550116",1313,0,0
"0550117",1314,0,0
"0550118",1315,45,34
"0550201",1316,294,170
"0550202",1317,398,200
"0550203",1318,430,160
"0550204",1319,556,183
"0550205",1320,157,32
"0550206",1321,262,177
"0550301",1322,258,295
"0550302",1323,355,398
"0550303",1324,251,196
"0550305",1325,155,96
"0550306",1326,75,88
"0550307",1327,0,0
"0550400",1328,24,19
"0550401",1329,112,286
"0550402",1330,284,548
"0550404",1331,334,382
"0550405",1332,348,245
"0550407",1333,2,4
"0550408",1334,2,6
"0550409",1335,13,5
"0550410",1336,0,0
"0550411",1337,0,0
"0550412",1338,50,94
"0570001",1339,39,109
"0570002",1340,128,203
"0570003",1341,9,20
"0570004",1342,114,98
"0570005",1343,116,31
"0570006",1344,210,63
"0570007",1345,118,137
"0570008",1346,58,116
"0570009",1347,9,14
"0570010",1348,40,29
"0570011",1349,144,50
"0570012",1350,530,195
"0570013",1351,7,11
"0570014",1352,44,34
"0570015",1353,50,45
"0570016",1354,318,187
"0570017",1355,215,130
"0570018",1356,133,50
"0570019",1357,264,49
"0570020",1358,19,11
"0570021",1359,55,21
"0570022",1360,123,35
"0570023",1361,128,43
"0570024",1362,613,136
"0570025",1363,498,83
"0590001",1364,1046,155
"0590002",1365,912,118
"0590003",1366,969,131
"0590004",1367,795,56
"0590005",1368,74,7
"0590006",1369,362,50
"0590007",1370,243,32
"0610001",1371,372,423
"0610002",1372,162,99
"0610003",1373,300,559
"0610004",1374,615,777
"0610005",1375,46,156
"0610006",1376,62,313
"0610007",1377,30,110
"0610008",1378,33,135
"0610009",1379,141,521
"0610010",1380,102,393
"0610011",1381,158,451
"0610012",1382,345,611
"0610013",1383,62,151
"0610014",1384,228,553
"0610015",1385,255,591
"0610016",1386,199,238
"0610017",1387,339,790
"0610018",1388,254,546
"0610019",1389,208,409
"0610020",1390,310,241
"0610021",1391,259,530
"0610022",1392,235,558
"0610023",1393,45,39
"0610024",1394,100,280
"0610025",1395,92,180
"0610026",1396,577,569
"0610027",1397,225,645
"0610028",1398,254,317
"0610029",1399,676,509
"0610030",1400,286,212
"0610031",1401,53,84
"0610032",1402,478,544
"0610033",1403,71,139
"0610034",1404,45,53
"0610035",1405,313,283
"0610036",1406,356,458
"0610037",1407,80,362
"0610038",1408,159,207
"0610039",1409,113,271
"0610040",1410,293,540
"0610041",1411,368,987
"0610042",1412,94,271
"0610043",1413,126,258
"0610044",1414,906,700
"0610045",1415,141,470
"0610046",1416,380,933
"0610047",1417,82,253
"0610048",1418,433,849
"0610049",1419,115,158
"0610050",1420,798,970
"0610051",1421,118,222
"0610052",1422,743,447
"0610053",1423,191,717
"0610054",1424,516,1270
"0610055",1425,406,788
"0610056",1426,445,416
"0610057",1427,151,135
"0610058",1428,633,637
"0610059",1429,53,134
"0610060",1430,95,193
"0610061",1431,308,610
"0610062",1432,294,797
"0610063",1433,186,525
"0610064",1434,526,535
"0610065",1435,374,625
"0610066",1436,810,893
"0610067",1437,911,638
"0610068",1438,151,498
"0610069",1439,263,903
"0610070",1440,65,257
"0610071",1441,220,850
"0610072",1442,400,852
"0610073",1443,497,1121
"0610074",1444,357,954
"0610075",1445,200,754
"0610076",1446,181,315
"0610077",1447,168,687
"0610078",1448,577,652
"0610079",1449,608,669
"0610080",1450,1167,886
"0610081",1451,247,324
"0610082",1452,160,516
"0610083",1453,231,263
"0610084",1454,485,454
"0610085",1455,263,245
"0610086",1456,130,328
"0610087",1457,539,366
"0610088",1458,311,671
"0610095",1459,107,215
"0610096",1460,100,383
"0610097",1461,55,182
"0610098",1462,427,981
"0610099",1463,58,75
"0610100",1464,337,723
"0610101",1465,112,214
"0610102",1466,313,491
"0610103",1467,40,81
"0610104",1468,24,44
"0610105",1469,6,19
"0610106",1470,375,641
"0610107",1471,58,151
"0610108",1472,0,0
"0610109",1473,0,0
"0631001",1474,669,271
"0632002",1475,924,242
"0633003",1476,419,375
"0634004",1477,739,219
"0650101",1478,265,31
"0650102",1479,49,1
"0650103",1480,205,36
"0650201",1481,548,57
"0650301",1482,356,39
"0650302",1483,173,18
"0650401",1484,393,58
"0650402",1485,170,5
"0670001",1486,1303,355
"0670002",1487,177,54
"0670004",1488,160,72
"0670005",1489,382,87
"0670006",1490,253,30
"0670007",1491,785,211
"0670009",1492,413,154
"0670011",1493,248,101
"0670012",1494,311,129
"0670014",1495,936,181
"0670015",1496,296,38
"0670016",1497,237,29
"0670017",1498,1426,259
"0670018",1499,288,15
"0670019",1500,226,28
"0670021",1501,140,16
"067013T",1502,419,309
"067020E",1503,117,17
"0690101",1504,108,110
"0690105",1505,23,5
"0690201",1506,119,121
"0690206",1507,67,13
"0690301",1508,371,87
"0690307",1509,74,9
"0690401",1510,78,55
"0690408",1511,318,27
"0710001",1512,284,61
"0710002",1513,257,140
"0710003",1514,162,101
"0710004",1515,1806,235
"0710005",1516,1208,186
"0710006",1517,813,254
"0710007",1518,935,197
"0710008",1519,2202,318
"0710009",1520,148,30
"0710010",1521,2068,306
"0710011",1522,932,286
"0710012",1523,511,185
"0710013",1524,0,0
"0710014",1525,180,34
"0710015",1526,681,435
"0730012",1527,578,133
"0730013",1528,559,59
"0730014",1529,734,71
"0730015",1530,1158,408
"0730022",1531,231,77
"0730023",1532,524,67
"0730024",1533,646,229
"0730025",1534,409,91
"0730026",1535,389,160
"0730027",1536,489,149
"0730028",1537,300,31
"0730032",1538,390,63
"0730033",1539,715,188
"0730034",1540,707,84
"0730035",1541,457,127
"0730036",1542,823,149
"0730037",1543,132,76
"0730038",1544,115,120
"0730042",1545,110,362
"0730043",1546,290,209
"0730044",1547,690,90
"0730045",1548,271,106
"0730046",1549,358,65
"0730047",1550,170,11
"0730048",1551,316,33
"0750101",1552,342,40
"0750201",1553,419,42
"0750301",1554,326,79
"0750401",1555,440,60
"0770001",1556,398,80
"0770006",1557,189,45
"0770008",1558,378,61
"0770009",1559,236,38
"0770010",1560,146,22
"0770011",1561,440,37
"0770012",1562,162,28
"0770013",1563,77,14
"0770014",1564,93,14
"0770015",1565,166,34
"0770017",1566,499,87
"0770020",1567,249,13
"0770024",1568,164,14
"0770026",1569,102,12
"0770027",1570,221,26
"0770032",1571,134,8
"0790101",1572,129,39
"0790202",1573,193,44
"0790303",1574,35,2
"0790306",1575,104,36
"0790404",1576,62,25
"0810001",1577,311,27
"0810002",1578,339,31
"0810003",1579,287,39
"0810004",1580,220,36
"0830001",1581,707,72
"0830002",1582,515,93
"0830003",1583,554,78
"0830004",1584,739,98
"083002E",1585,210,25
"0850001",1586,904,779
"0850002",1587,1048,1042
"0850003",1588,160,677
"0850004",1589,698,299
"0850005",1590,490,244
"0850006",1591,437,392
"0850007",1592,440,383
"0850008",1593,1007,354
"0850009",1594,820,570
"0850010",1595,340,80
"0850011",1596,1635,480
"0850012",1597,786,411
"0850013A",1598,1782,487
"0850013B",1599,0,0
"0850014",1600,672,935
"0850015",1601,437,417
"0850016",1602,1130,468
"0850017",1603,954,585
"0850018",1604,361,92
"0850019",1605,632,422
"0850020",1606,418,131
"0850021",1607,1372,1232
"0850022",1608,1711,397
"0850023",1609,308,865
"0850024",1610,383,767
"0850025",1611,1694,1577
"0850026",1612,467,482
"0850027",1613,841,653
"0850028",1614,768,763
"0850029",1615,675,282
"0850030",1616,1676,1139
"0850031",1617,854,587
"0850032",1618,914,679
"0850033",1619,1588,570
"0850034",1620,1117,1426
"0850035",1621,677,144
"0850036",1622,811,465
"0850037",1623,924,155
"0850038",1624,397,415
"0850039",1625,703,907
"0850040",1626,1382,738
"0850041",1627,1606,621
"0850042",1628,656,208
"0850043",1629,920,901
"0850044",1630,322,345
"0850045",1631,1013,594
"0850046",1632,563,877
"0850047",1633,776,768
"0850048",1634,1072,1031
"0850049",1635,907,571
"0850050",1636,446,1008
"0850051",1637,274,530
"0850052",1638,634,1376
"0850053",1639,870,605
"0850054",1640,681,976
"0850055",1641,830,1222
"0850056",1642,1054,639
"0850057",1643,1375,1063
"0850058",1644,964,1012
"0850059",1645,1356,902
"0850060",1646,1057,397
"0850061",1647,666,442
"0850062",1648,717,777
"0850063",1649,854,522
"0850064",1650,780,773
"0850065",1651,382,336
"0850066",1652,646,594
"0850067",1653,801,715
"0850068",1654,567,535
"0850069",1655,1308,1126
"0850070",1656,756,481
"0850071",1657,614,548
"0850072",1658,536,395
"0850073",1659,377,599
"0850074",1660,583,532
"0850075",1661,804,444
"0850076",1662,1207,925
"0850077",1663,912,1115
"0850078",1664,855,869
"0850079",1665,725,672
"0850080",1666,1096,948
"0850081",1667,793,902
"0850082",1668,746,687
"0850083",1669,1358,652
"0850084",1670,769,689
"0850085",1671,829,944
"0850086",1672,954,791
"0850087",1673,1567,1770
"0850088",1674,258,783
"0850089",1675,937,974
"0850090",1676,1323,728
"0850091",1677,725,653
"0850092",1678,838,845
"0850093",1679,130,18
"0850094",1680,1191,1308
"0850095",1681,907,890
"0850096",1682,266,315
"0850097",1683,711,231
"0850098",1684,425,256
"0850099",1685,70,71
"0850100",1686,7,3
"0850101",1687,1137,921
"0850102",1688,1161,522
"0850103",1689,274,380
"0850104",1690,346,800
"0850105",1691,412,285
"0850106",1692,609,513
"0850107",1693,1058,1027
"0850108",1694,819,904
"0850109",1695,1288,900
"0850110",1696,921,756
"0850111",1697,1702,1050
"0850112",1698,989,842
"0850113",1699,953,831
"0850114",1700,645,189
"0850115",1701,913,966
"0850116",1702,1677,1259
"0850117",1703,1175,1107
"0850118",1704,1586,915
"0850119",1705,1825,1527
"0850120",1706,1329,833
"0850121",1707,598,1062
"0850122",1708,2082,904
"0850123",1709,725,533
"0850124",1710,852,872
"0850125",1711,1320,1596
"0850126",1712,1430,1140
"0850127",1713,1074,996
"0850128",1714,2353,744
"0850129",1715,1269,967
"0850130",1716,1085,1104
"0850131",1717,1294,699
"0850132",1718,799,889
"0850133",1719,676,582
"0850134",1720,1489,1643
"0850135",1721,1087,1215
"0850136",1722,704,551
"0850137",1723,716,498
"0850138",1724,575,304
"0850139",1725,1063,1341
"0850140",1726,1916,838
"0850141",1727,1039,967
"0850142",1728,916,900
"0850143",1729,772,456
"0850144",1730,932,704
"0850145",1731,449,491
"0850146",1732,1314,1252
"0850147",1733,516,484
"0850148",1734,0,2
"0850149",1735,1384,992
"0850150",1736,381,242
"0850151",1737,429,503
"0850152",1738,12,34
"0850153",1739,1635,1250
"0850154",1740,492,70
"0850155",1741,885,604
"0850156",1742,1135,871
"0850157",1743,1167,1124
"0850158",1744,671,826
"0850159",1745,924,984
"0850160",1746,197,22
"0850161",1747,123,64
"0850162",1748,144,22
"0850163",1749,1124,992
"0850164",1750,492,279
"0850165",1751,387,209
"0850166",1752,1228,1070
"0850167",1753,1231,1544
"0850168",1754,801,330
"0850169",1755,868,872
"0850170",1756,657,358
"0850171",1757,1551,1276
"0850172",1758,1125,586
"0850173",1759,291,127
"0850174",1760,1238,947
"0850175",1761,617,359
"0850176",1762,650,1013
"0850177",1763,1289,1047
"0850178",1764,958,293
"0850179",1765,2458,754
"0850180",1766,182,112
"0850181",1767,546,297
"0850182",1768,1,3
"0850183",1769,47,8
"0850184",1770,0,0
"0850185",1771,19,14
"0850186",1772,53,6
"0850187",1773,240,33
"0850188",1774,34,5
"0850189",1775,358,56
"0850190",1776,35,8
"0850191",1777,161,38
"0850192",1778,753,195
"0850193",1779,382,95
"0850194",1780,13,3
"0850195",1781,426,92
"0850196",1782,600,391
"0850197",1783,298,409
"0850198",1784,58,16
"0850199",1785,662,198
"0850200",1786,2,1
"0850201",1787,2,1
"0850202",1788,5,3
"0850203",1789,1287,614
"0850204",1790,154,77
"0850205",1791,14,3
"0850206",1792,608,318
"0850207",1793,1278,845
"0850208",1794,582,245
"0850209",1795,259,202
"0850210",1796,426,538
"0850211",1797,989,831
"0850212",1798,967,1060
"0850213",1799,922,896
"0850214",1800,1703,419
"0850215",1801,680,291
"0850216",1802,1926,772
"0850217",1803,682,368
"0850218",1804,1079,933
"0850219",1805,901,617
"0850220",1806,668,766
"0850221",1807,1800,878
"0850222",1808,854,877
"0850223",1809,701,442
"0850224",1810,849,283
"0850225",1811,952,1074
"0850226",1812,1241,1138
"0850227",1813,1261,1135
"0850228",1814,846,586
"0850229",1815,320,218
"0850230",1816,1476,1537
"0850231",1817,582,568
"0850232",1818,938,570
"0850233",1819,498,240
"0850234",1820,192,221
"0850235",1821,548,567
"0850236",1822,940,510
"0850237",1823,399,426
"0850238",1824,812,685
"0850239",1825,1684,562
"0870101",1826,254,40
"0870201",1827,122,22
"0870202",1828,22,2
"0870301",1829,152,22
"0870302",1830,29,2
"0870401",1831,134,24
"0870402",1832,53,8
"0890101",1833,853,317
"0890102",1834,128,36
"0890103",1835,319,51
"0890201",1836,1314,359
"0890202",1837,279,44
"0890302",1838,606,99
"0890303",1839,341,45
"0890304",1840,270,42
"0890305",1841,782,215
"0890401",1842,154,74
"0890402",1843,614,506
"0910101",1844,1669,760
"0910102",1845,1986,443
"0910103",1846,1895,482
"0910104",1847,1059,310
"0910105",1848,1925,544
"0910106",1849,2290,486
"0910107",1850,1118,318
"0910108",1851,824,247
"0910201",1852,1762,837
"0910202A",1853,423,176
"0910202B",1854,71,26
"0910202C",1855,0,0
"0910203",1856,2227,667
"0910204",1857,1823,498
"0910205",1858,2585,894
"0910206",1859,2671,687
"0910207",1860,1169,297
"0910208",1861,1010,250
"0910301",1862,870,909
"0910302",1863,1695,1021
"0910303",1864,212,262
"0910304",1865,1227,808
"0910305",1866,869,392
"0910306",1867,511,310
"0910401",1868,950,389
"0910402",1869,1916,666
"0910403",1870,2663,705
"0910404",1871,1541,432
"0910405",1872,1834,486
"0910406A",1873,2294,892
"0910406B",1874,0,0
"0910407",1875,1936,546
"0930001",1876,670,113
"0930002",1877,639,127
"0930004",1878,42,15
"0930005",1879,292,50
"0930006",1880,201,34
"0930007",1881,136,26
"0930009",1882,98,16
"0930010",1883,183,36
"0930011",1884,244,66
"0930012",1885,804,205
"0930013",1886,114,19
"0930014",1887,61,13
"0930015",1888,237,30
"0930016",1889,57,2
"0950101",1890,217,42
"0950102",1891,48,11
"0950203",1892,94,2
"0950204",1893,50,12
"0950205",1894,64,19
"0950306",1895,137,49
"0950407",1896,62,0
"0950408",1897,122,32
"0970001",1898,490,210
"0970002",1899,77,23
"0970003",1900,213,41
"0970004",1901,213,51
"0970005",1902,468,150
"0970006",1903,273,28
"0970007",1904,712,124
"0970008",1905,422,60
"0970009",1906,719,90
"0970010",1907,1035,180
"0970011",1908,1091,247
"0970012",1909,407,66
"0970014",1910,168,35
"0970015",1911,132,11
"0970017",1912,291,13
"0970018",1913,1084,104
"0970019",1914,230,33
"0970020",1915,256,45
"0970021",1916,765,50
"0970022",1917,1184,179
"0970026",1918,174,66
"0970027",1919,95,35
"0970028",1920,39,14
"0970030",1921,71,41
"0970031",1922,42,26
"0970033",1923,258,35
"0970034",1924,102,110
"0970035",1925,229,136
"0970037",1926,635,180
"0990101",1927,1500,990
"0990102",1928,640,102
"0990103",1929,160,23
"0990104",1930,1198,716
"0990205",1931,1090,227
"0990206",1932,348,347
"0990207",1933,964,718
"0990308",1934,1640,301
"0990309",1935,304,41
"0990310",1936,207,48
"0990311",1937,27,43
"0990412",1938,881,620
"0990413",1939,959,222
"0990414",1940,228,15
"0990415",1941,119,18
"0990416",1942,551,474
"1010101",1943,157,25
"1010201",1944,138,15
"1010301",1945,63,31
"1010401",1946,87,22
"1030001",1947,285,47
"1030002",1948,232,50
"1030003",1949,147,69
"1030004",1950,150,41
"1050001",1951,196,96
"1050002",1952,214,75
"1050003",1953,245,76
"1050004",1954,187,97
"1070011",1955,178,88
"1070027",1956,291,121
"1070039",1957,212,97
"1070044",1958,294,119
"1090001",1959,62,118
"1090002",1960,69,113
"1090004",1961,55,91
"10903-3",1962,14,13
"10903-5",1963,67,96
"1110001",1964,152,15
"1110002",1965,18,0
"1110003",1966,7,0
"1110004",1967,16,1
"1110005",1968,7,0
"1110006",1969,118,16
"1110007",1970,146,37
"1110008",1971,297,43
"1110009",1972,195,34
"1131000",1973,39,248
"1131001",1974,67,287
"1131002",1975,82,451
"1131003",1976,157,1566
"1131004",1977,496,550
"1131005",1978,543,1020
"1131006",1979,734,507
"1131007",1980,201,105
"1131008",1981,253,583
"1131009",1982,86,379
"1131010",1983,180,728
"1131011",1984,51,261
"1131012",1985,98,114
"1131013",1986,949,1472
"1131014",1987,323,884
"1131015",1988,477,1034
"1131016",1989,47,123
"1131017",1990,288,459
"1131018",1991,58,107
"1131019",1992,527,1279
"1131020",1993,364,556
"1131021",1994,388,700
"1131022",1995,619,1833
"1131023",1996,556,813
"1131026",1997,100,261
"1131027",1998,515,1305
"1131028",1999,266,543
"1131029",2000,147,606
"1131030",2001,387,763
"1131032",2002,214,262
"1131033",2003,385,416
"1131035",2004,34,87
"1131036",2005,107,339
"1131037",2006,162,434
"1131038",2007,130,728
"1131039",2008,11,107
"1131040",2009,412,1008
"1131041",2010,32,274
"1131042",2011,33,394
"1131043",2012,770,699
"1131044",2013,863,671
"1131045",2014,138,634
"1131046",2015,57,138
"1131047",2016,219,532
"1131048",2017,883,1004
"1131049",2018,672,814
"1131050",2019,49,55
"1131051",2020,61,92
"1131052",2021,796,1458
"1131054",2022,165,570
"1131055",2023,95,263
"1131056",2024,212,353
"1131057",2025,265,759
"1131058",2026,352,830
"1131059",2027,480,616
"1131060",2028,1203,1879
"1131061",2029,327,631
"1131062",2030,7,10
"1131063",2031,211,618
"1131064",2032,15,53
"1131065A",2033,205,955
"1131065B",2034,0,0
"1131065C",2035,0,0
"1131067",2036,2,3
"1131068",2037,15,15
"1131069",2038,6,30
"1131070",2039,171,751
"1131071A",2040,500,1259
"1131071B",2041,0,0
"1131073",2042,279,1169
"1131074",2043,97,567
"1131075",2044,265,793
"1131076",2045,469,932
"1131077",2046,0,0
"1131078",2047,66,425
"1131079",2048,281,722
"1131080",2049,52,255
"1131081",2050,547,1251
"1131082",2051,17,93
"1131083",2052,143,661
"1131084",2053,361,1552
