CNTYVTD,VTDKEY,SlaughterR_18G_CCA 8,AshL_18G_CCA 8
"1571073",3462,485,81
"1571074",3463,903,491
"1571076",3464,1184,720
"1571085",3465,962,337
"1571087",3466,889,168
"1571094",3467,1,1
"1571097",3468,1818,666
"1571103",3469,2275,462
"1571109",3470,308,120
"1571114",3471,301,782
"1571118",3472,2222,748
"1571120",3473,1488,301
"1571128",3474,1614,274
"1571134",3475,627,643
"1571141",3476,1174,186
"1571152",3477,581,123
"1571153",3478,146,467
"1571154",3479,764,330
"1572016",3480,964,422
"1572017",3481,164,416
"1572022",3482,1240,392
"1572023",3483,182,308
"1572031",3484,160,409
"1572033",3485,218,197
"1572034",3486,274,836
"1572036",3487,66,189
"1572043",3488,123,101
"1572050",3489,188,679
"1572051",3490,129,457
"1572052",3491,119,401
"1572055",3492,54,165
"1572056",3493,102,78
"1572059",3494,186,470
"1572060",3495,494,481
"1572061",3496,1394,689
"1572066",3497,559,621
"1572070",3498,354,167
"1572075",3499,132,373
"1572077",3500,196,384
"1572078",3501,97,82
"1572081",3502,239,200
"1572088",3503,466,358
"1572089",3504,68,312
"1572090",3505,294,95
"1572091",3506,170,123
"1572092",3507,212,162
"1572093",3508,84,76
"1572096",3509,450,360
"1572099",3510,690,416
"1572100",3511,467,307
"1572101",3512,489,461
"1572106",3513,642,604
"1572108",3514,965,1010
"1572112",3515,33,42
"1572115",3516,277,300
"1572116",3517,150,394
"1572123",3518,95,332
"1572136",3519,74,46
"1572137",3520,90,70
"1572138A",3521,72,58
"1572138B",3522,0,0
"1572139A",3523,6,14
"1572139B",3524,0,1
"1572151",3525,595,447
"1572157",3526,954,440
"1573004",3527,1726,399
"1573005",3528,1797,244
"1573006",3529,3265,631
"1573009A",3530,1573,232
"1573009B",3531,0,0
"1573014",3532,2152,416
"1573019",3533,483,66
"1573032",3534,505,317
"1573038",3535,2010,544
"1573041",3536,956,152
"1573053",3537,0,0
"1573057",3538,1728,521
"1573063",3539,1596,229
"1573069",3540,164,57
"1573083",3541,996,711
"1573095",3542,938,352
"1573098",3543,544,319
"1573104",3544,2152,420
"1573113",3545,629,695
"1573122",3546,1863,342
"1573130",3547,1687,465
"1573132",3548,1782,521
"1573133",3549,1683,326
"1573142",3550,1498,467
"1573143",3551,3195,955
"1573144",3552,1835,356
"1573145",3553,875,282
"1573146",3554,1383,401
"1573148",3555,3175,651
"1573149",3556,2671,271
"1573150",3557,1181,869
"1573156",3558,1252,158
"1573159",3559,596,205
"1573160",3560,465,176
"1574011",3561,673,157
"1574020",3562,1373,277
"1574026",3563,1107,324
"1574027",3564,0,0
"1574028",3565,820,354
"1574029",3566,945,164
"1574030",3567,1128,381
"1574035",3568,553,192
"1574039",3569,239,116
"1574042",3570,514,67
"1574044",3571,1153,475
"1574045",3572,547,227
"1574046",3573,1063,407
"1574047",3574,276,97
"1574049A",3575,834,548
"1574049B",3576,0,0
"1574062",3577,1151,571
"1574064",3578,385,115
"1574065",3579,1528,687
"1574071",3580,115,61
"1574079",3581,155,52
"1574080",3582,433,156
"1574082",3583,2274,630
"1574084",3584,578,187
"1574086",3585,486,270
"1574102",3586,667,328
"1574105",3587,601,204
"1574107",3588,931,180
"1574110",3589,844,290
"1574111",3590,469,193
"1574117",3591,1204,758
"1574119",3592,1497,276
"1574121",3593,202,96
"1574124",3594,949,508
"1574125",3595,873,546
"1574126",3596,863,491
"1574127",3597,894,406
"1574129",3598,2063,715
"1574131",3599,750,223
"1574135",3600,1928,823
"1574140",3601,1230,361
"1574147",3602,834,591
"1574155",3603,448,315
"1574158",3604,499,326
"1590101",3605,549,52
"1590102",3606,266,15
"1590201",3607,319,20
"1590202",3608,389,64
"1590301",3609,409,32
"1590302",3610,353,34
"1590401",3611,632,46
"1590402",3612,408,34
"1610001",3613,1403,82
"1610002",3614,597,69
"1610003",3615,78,4
"1610004",3616,224,12
"1610005",3617,887,86
"1610006",3618,282,14
"1610007",3619,302,34
"1610008",3620,289,27
"1610009",3621,254,16
"1610010",3622,201,6
"1610011",3623,218,52
"1610012",3624,62,6
"1610013",3625,171,10
"1610014",3626,210,10
"1610015",3627,142,11
"1630001",3628,219,112
"1630002",3629,98,71
"1630003",3630,59,61
"1630004A",3631,343,103
"1630004B",3632,2,0
"1630005",3633,224,30
"1630006",3634,187,24
"1630008",3635,151,71
"1630009",3636,195,115
"1630010",3637,282,80
"1650002",3638,775,44
"1650003",3639,1147,55
"1650004",3640,463,45
"1650005",3641,125,4
"1650006",3642,85,9
"1650007",3643,105,30
"1650008",3644,391,30
"1650009",3645,277,18
"1670103",3646,512,72
"1670104",3647,503,45
"1670105",3648,104,52
"1670142",3649,712,216
"1670144",3650,903,188
"1670146",3651,989,261
"1670148",3652,1178,281
"1670150",3653,831,193
"1670151",3654,1258,196
"1670152",3655,2137,463
"1670159",3656,1306,346
"1670165",3657,1969,436
"1670166",3658,1184,293
"1670167",3659,2366,483
"1670168",3660,0,0
"1670169",3661,1,0
"1670170",3662,1268,266
"1670172",3663,236,21
"1670192",3664,224,43
"1670193",3665,1083,242
"1670197",3666,285,58
"1670218",3667,997,451
"1670219",3668,678,268
"1670220",3669,1966,519
"1670221",3670,1046,163
"1670223",3671,878,357
"1670224",3672,1042,398
"1670225A",3673,1491,173
"1670225B",3674,0,0
"1670226",3675,917,171
"1670227",3676,1412,146
"1670228",3677,1628,163
"1670232",3678,580,196
"1670258",3679,1064,95
"1670263",3680,2967,658
"1670274",3681,445,63
"1670275",3682,203,34
"1670276",3683,770,260
"1670277",3684,1169,111
"1670278",3685,1282,131
"1670279",3686,569,65
"1670280",3687,163,55
"1670281",3688,89,16
"1670283",3689,1235,338
"1670301",3690,295,170
"1670306",3691,1179,811
"1670309",3692,40,16
"1670311",3693,109,124
"1670312",3694,9,8
"1670314",3695,579,547
"1670315",3696,770,507
"1670316A",3697,391,260
"1670316B",3698,0,0
"1670330",3699,461,261
"1670331",3700,300,263
"1670334",3701,120,123
"1670336",3702,289,458
"1670338",3703,756,430
"1670340",3704,44,70
"1670341",3705,287,117
"1670343",3706,356,175
"1670345",3707,56,82
"1670347",3708,159,117
"1670389",3709,113,61
"1670391",3710,28,14
"1670394",3711,9,4
"1670398",3712,111,43
"1670399",3713,63,19
"1670401",3714,27,3
"1670439",3715,1363,285
"1670453",3716,1993,447
"1670454",3717,1669,485
"1670455",3718,733,158
"1670456",3719,1830,238
"1670457",3720,2185,341
"1670460",3721,2690,341
"1670461",3722,1847,270
"1670462",3723,2404,313
"1670464",3724,1316,280
"1670471",3725,886,281
"1670482",3726,101,4
"1670487",3727,2507,570
"1670488",3728,1611,395
"1670490",3729,1997,478
"1671051",3730,178,103
"1671651",3731,0,0
"1672321",3732,0,0
"1672322",3733,0,0
"1672323",3734,236,15
"1672801",3735,0,0
"1673061",3736,0,1
"1673301",3737,0,0
"1673311",3738,88,32
"1674391",3739,12,0
"1690001",3740,268,10
"1690002",3741,355,11
"1690003",3742,205,15
"1690004",3743,126,18
"1690005",3744,63,7
"1690006",3745,67,8
"1710001",3746,1140,133
"1710002",3747,635,84
"1710003",3748,611,72
"1710004",3749,1388,181
"1710005",3750,1125,93
"1710006",3751,429,40
"1710007",3752,1424,157
"1710008",3753,208,24
"1710009",3754,127,9
"1710010",3755,480,60
"1710012",3756,1171,131
"1710013",3757,973,103
"1710015",3758,512,53
"1730001",3759,154,3
"1730002",3760,99,6
"1730003",3761,109,4
"1730004",3762,134,6
"1750011",3763,280,85
"1750012",3764,228,10
"1750021",3765,298,95
"1750022",3766,89,8
"1750031",3767,358,51
"1750032",3768,360,21
"1750041",3769,182,16
"1750042",3770,331,27
"1750043",3771,194,17
"1770001",3772,1036,144
"1770002",3773,533,105
"1770003",3774,529,89
"1770005",3775,287,32
"1770007",3776,217,23
"1770008",3777,163,11
"1770009",3778,298,84
"1770010",3779,215,24
"1770011",3780,132,6
"1770012",3781,75,8
"1770013",3782,168,8
"1770014",3783,54,5
"1770015",3784,184,8
"17704/6",3785,376,38
"1790001",3786,189,7
"1790002",3787,1079,57
"1790003",3788,77,1
"1790004",3789,379,10
"1790005",3790,1417,58
"1790006",3791,1441,64
"1790007",3792,733,65
"1810101",3793,957,326
"1810102",3794,424,340
"1810103",3795,264,21
"1810104",3796,496,44
"1810105",3797,2561,286
"1810106",3798,1159,146
"1810107",3799,948,60
"1810108",3800,730,48
"1810201",3801,1148,229
"1810202",3802,1178,186
"1810203",3803,238,70
"1810204",3804,482,53
"1810205A",3805,1784,183
"1810205B",3806,0,0
"1810206",3807,624,96
"1810207",3808,492,42
"1810208",3809,607,93
"1810209",3810,562,57
"1810210",3811,972,64
"1810301",3812,589,114
"1810302",3813,1926,441
"1810303",3814,467,37
"1810304",3815,1116,243
"1810305",3816,679,76
"1810306",3817,1857,171
"1810307",3818,955,78
"1810308",3819,560,38
"1810309",3820,431,32
"1810401",3821,365,111
"1810402",3822,927,184
"1810403",3823,1385,136
"1810404",3824,1665,166
"1810405",3825,164,43
"1810406",3826,1354,99
"1810407",3827,37,14
"1810408A",3828,600,88
"1810408B",3829,44,5
"1810409",3830,1917,297
"1830001",3831,714,104
"1830002",3832,1617,229
"1830003",3833,1449,202
"1830004",3834,1684,146
"1830005",3835,1637,182
"1830006",3836,1184,108
"1830007",3837,1379,142
"1830008",3838,1798,236
"1830009",3839,1853,233
"1830010",3840,1259,241
"1830011",3841,1788,215
"1830012",3842,2144,141
"1830013",3843,1055,107
"1830014",3844,1961,133
"1830015",3845,405,69
"1830016",3846,1771,137
"1830017",3847,174,31
"1830018",3848,895,293
"1830019",3849,291,295
"1830020",3850,306,241
"1830021",3851,372,206
"1850001",3852,982,59
"1850002",3853,412,16
"1850003",3854,188,107
"1850004",3855,627,41
"1850005",3856,615,69
"1850006",3857,645,119
"1850007",3858,476,45
"1850008",3859,237,18
"1850009",3860,187,14
"1850010",3861,773,53
"1850011",3862,137,10
"1850012",3863,389,46
"1850014",3864,710,94
"1850015",3865,243,24
"1870101",3866,280,40
"1870102A",3867,435,65
"1870102B",3868,7,1
"1870103",3869,349,52
"1870104",3870,309,91
"1870105",3871,1176,144
"1870106",3872,1405,217
"1870107",3873,569,63
"1870108",3874,283,63
"1870109",3875,256,30
"1870110",3876,86,24
"1870111",3877,33,8
"1870112",3878,86,53
"1870113",3879,407,86
"1870114",3880,309,41
"1870115",3881,152,6
"1870116",3882,1038,121
"1870117",3883,1867,329
"1870118",3884,25,8
"1870119",3885,867,95
"1870120",3886,568,71
"1870121",3887,62,14
"1870122",3888,20,3
"1870123",3889,0,1
"1870124",3890,1,0
"1870125",3891,90,9
"1870126",3892,12,2
"1870127",3893,11,2
"1870201",3894,132,42
"1870202",3895,157,90
"1870203",3896,54,36
"1870204",3897,299,109
"1870205",3898,484,60
"1870206",3899,405,222
"1870207",3900,171,94
"1870208",3901,1485,183
"1870209",3902,103,73
"1870210",3903,277,100
"1870211",3904,50,12
"1870212",3905,44,21
"1870213",3906,879,180
"1870214",3907,290,38
"1870215",3908,398,65
"1870216",3909,29,5
"1870217",3910,33,11
"1870218",3911,18,7
"1870219",3912,32,12
"1870220",3913,24,8
"1870221",3914,11,2
"1870222",3915,0,0
"1870223",3916,85,39
"1870224",3917,14,17
"1870225",3918,2,1
"1870226",3919,107,16
"1870301",3920,1076,286
"1870302",3921,1347,424
"1870303",3922,548,142
"1870304",3923,1529,405
"1870305",3924,1465,440
"1870306",3925,1586,374
"1870307",3926,1572,436
"1870308",3927,876,211
"1870401",3928,691,82
"1870402",3929,578,160
"1870403",3930,837,190
"1870404",3931,1047,284
"1870405",3932,917,85
"1870406",3933,1026,98
"1870407",3934,872,94
"1870408",3935,1664,313
"1870409",3936,1356,599
"1870410",3937,60,12
"1870411",3938,1290,353
"1890101",3939,134,24
"1890102",3940,36,5
"1890103",3941,84,40
"1890104",3942,137,36
"1890105",3943,55,14
"1890110",3944,195,15
"1890111",3945,237,36
"1890112",3946,313,15
"1890202",3947,36,18
"1890203",3948,70,26
"1890204",3949,151,53
"1890205",3950,14,11
"1890206",3951,14,7
"1890213",3952,96,11
"1890214",3953,320,54
"1890215",3954,126,14
"1890304",3955,361,57
"1890305",3956,536,50
"1890306",3957,15,11
"1890307",3958,116,31
"1890308",3959,22,4
"1890316",3960,392,63
"1890317",3961,70,7
"1890318",3962,476,47
"1890406",3963,173,40
"1890407",3964,618,69
"1890408",3965,322,29
"1890409",3966,262,45
"1890419",3967,108,5
"1890420",3968,203,11
"1910101",3969,132,16
"1910201",3970,40,2
"1910202",3971,185,12
"1910301",3972,57,3
"1910302",3973,131,8
"1910401",3974,150,10
"1910402",3975,88,8
"1930001",3976,457,30
"1930004",3977,56,6
"1930005",3978,79,7
"1930007",3979,684,72
"1930009",3980,117,11
"1930012",3981,116,4
"1930014",3982,107,8
"1930015",3983,101,1
"1930017",3984,85,3
"1930022",3985,578,42
"1930023",3986,457,42
"1950001",3987,335,20
"1950002",3988,26,4
"1950003",3989,156,5
"1950004",3990,308,13
"1950005",3991,266,12
"1950006",3992,345,16
"1950007",3993,29,0
"1950009",3994,58,8
"1970001",3995,260,19
"1970002",3996,205,24
"1970003",3997,212,15
"1970004",3998,267,19
"1990001",3999,578,95
"1990002",4000,2105,142
"1990003",4001,286,11
"1990004",4002,395,18
"1990005",4003,276,11
"1990006",4004,2116,142
"1990007",4005,398,17
"1990008",4006,394,16
"1990009",4007,1049,117
"1990010",4008,1061,143
"1990011",4009,423,27
"1990012",4010,458,30
"1990013",4011,1176,56
"1990014",4012,717,34
"1990015",4013,898,62
"1990016",4014,1062,60
"1990017",4015,601,26
"1990018",4016,2947,183
"1990019",4017,520,25
"2010001",4018,738,596
"2010002",4019,475,371
"2010003",4020,505,330
"2010004",4021,525,371
"2010005",4022,478,318
"2010006",4023,1015,408
"2010007",4024,32,79
"2010008",4025,508,252
"2010009",4026,273,358
"2010010",4027,218,227
"2010011",4028,189,216
"2010012",4029,129,40
"2010013",4030,904,168
"2010014",4031,690,254
"2010015",4032,1342,304
"2010016",4033,498,365
"2010017",4034,297,147
"2010018",4035,537,224
"2010019",4036,336,329
"2010020",4037,410,429
"2010021",4038,174,272
"2010022",4039,225,297
"2010023",4040,38,43
"2010024",4041,81,131
"2010025",4042,35,74
"2010026",4043,284,386
"2010027",4044,508,523
"2010028",4045,1007,295
"2010029",4046,343,143
"2010030",4047,629,567
"2010031",4048,65,231
"2010032",4049,700,667
"2010033",4050,998,872
"2010034",4051,537,791
"2010035",4052,1,0
"2010036",4053,356,303
"2010037",4054,694,585
"2010038",4055,828,632
"2010039",4056,727,744
"2010040",4057,214,56
"2010041",4058,259,123
"2010042",4059,27,71
"2010043",4060,469,222
"2010044",4061,273,299
"2010045",4062,673,700
"2010046",4063,262,303
"2010047",4064,62,140
"2010048",4065,67,97
"2010049",4066,1440,285
"2010050",4067,1082,424
"2010051",4068,698,97
"2010052",4069,767,525
"2010053",4070,997,583
"2010054",4071,622,304
"2010055",4072,758,597
"2010056",4073,537,183
"2010057",4074,1151,640
"2010058",4075,1077,616
"2010059",4076,940,478
"2010060",4077,621,752
"2010061",4078,239,154
"2010062",4079,258,214
"2010063",4080,777,84
"2010064",4081,217,200
"2010065",4082,195,216
"2010066",4083,96,97
"2010067",4084,308,280
"2010068",4085,94,402
"2010069",4086,118,122
"2010070",4087,1638,513
"2010071",4088,1836,1019
"2010072",4089,315,254
"2010073",4090,626,226
"2010074",4091,1888,240
"2010075",4092,602,375
"2010076",4093,648,202
"2010077",4094,3,2
"2010078",4095,257,168
"2010079",4096,309,255
"2010080",4097,357,261
"2010081",4098,282,154
"2010082",4099,1409,230
"2010083",4100,794,482
"2010084",4101,501,71
"2010085",4102,77,304
"2010086",4103,1174,732
"2010087",4104,1324,288
"2010088",4105,302,46
"2010089",4106,508,125
"2010090",4107,1832,281
"2010091",4108,528,194
"2010092",4109,1075,229
"2010093",4110,465,218
"2010094",4111,55,59
"2010095",4112,1200,283
"2010096",4113,200,257
"2010097",4114,1980,280
"2010098",4115,1447,144
"2010099",4116,344,156
"2010100",4117,294,113
"2010101",4118,77,64
"2010102",4119,197,118
"2010103",4120,1334,525
"2010104",4121,65,197
"2010105",4122,273,186
"2010106",4123,42,15
"2010107",4124,164,155
"2010108",4125,772,243
"2010109",4126,81,262
"2010110",4127,1093,327
"2010111",4128,2276,416
"2010112",4129,1137,260
"2010113",4130,800,254
"2010114",4131,1852,297
"2010115",4132,82,93
"2010116",4133,1746,216
"2010117",4134,306,169
"2010118",4135,1144,483
"2010119",4136,2265,262
"2010120",4137,1366,424
"2010121",4138,317,65
"2010122",4139,87,214
"2010123",4140,294,331
"2010124",4141,2181,289
"2010125",4142,712,206
"2010126",4143,1926,155
"2010127",4144,685,96
"2010128",4145,1040,222
"2010129",4146,1917,629
"2010130",4147,1125,177
"2010131",4148,246,287
"2010132",4149,81,248
"2010133",4150,1198,330
"2010134",4151,348,190
"2010135",4152,1405,338
"2010136",4153,139,395
"2010137",4154,802,188
"2010138",4155,60,141
"2010139",4156,1224,645
"2010140",4157,409,638
"2010141",4158,157,41
"2010142",4159,125,92
"2010143",4160,2427,608
"2010144",4161,35,88
"2010145",4162,32,135
"2010146",4163,644,317
"2010147",4164,258,346
"2010148",4165,844,414
"2010149",4166,2165,669
"2010150",4167,45,137
"2010151",4168,21,55
"2010152",4169,265,263
"2010153",4170,216,169
"2010154",4171,266,230
"2010155",4172,1714,299
"2010156",4173,179,509
"2010157",4174,97,216
"2010158",4175,83,267
"2010159",4176,114,161
"2010160",4177,17,65
"2010161",4178,45,113
"2010162",4179,169,88
"2010163",4180,448,201
"2010164",4181,36,111
"2010165",4182,875,258
"2010166",4183,312,273
"2010167",4184,0,1
"2010168",4185,11,39
"2010169",4186,67,214
"2010170",4187,377,113
"2010171",4188,70,149
"2010172",4189,100,74
"2010173",4190,2084,290
"2010174",4191,1487,325
"2010175",4192,995,331
"2010176",4193,479,167
"2010177",4194,621,295
"2010178",4195,914,196
"2010179A",4196,506,224
"2010179B",4197,0,0
"2010180",4198,110,274
"2010181",4199,268,209
"2010182",4200,1570,514
"2010183",4201,1211,221
"2010184",4202,128,92
"2010185",4203,317,192
"2010186",4204,57,67
"2010187",4205,24,28
"2010188",4206,221,85
"2010189",4207,637,214
"2010190",4208,244,133
"2010191",4209,152,67
"2010192",4210,98,222
"2010193",4211,47,170
"2010194",4212,497,473
"2010195",4213,110,204
"2010196",4214,34,58
"2010197",4215,104,243
"2010198",4216,15,56
"2010199",4217,1777,276
"2010200",4218,1263,646
"2010201",4219,17,44
"2010202",4220,39,128
"2010203",4221,89,90
"2010204",4222,1335,557
"2010205",4223,63,180
"2010206",4224,612,589
"2010207",4225,254,224
"2010208",4226,321,160
"2010209",4227,0,0
"2010210",4228,347,596
"2010211",4229,485,279
"2010212",4230,129,108
"2010213",4231,1942,181
"2010214",4232,774,221
"2010215",4233,996,264
"2010216",4234,101,223
"2010217",4235,1373,292
"2010218",4236,456,421
"2010219",4237,185,418
"2010220",4238,557,122
"2010221",4239,545,285
"2010222",4240,1058,366
"2010223",4241,582,684
"2010224",4242,778,391
"2010225",4243,695,382
"2010226",4244,293,254
"2010227",4245,993,121
"2010228",4246,87,276
"2010229",4247,103,43
"2010230",4248,44,79
"2010231",4249,277,217
"2010232",4250,756,225
"2010233",4251,1581,932
"2010234",4252,2186,273
"2010235",4253,51,147
"2010236",4254,66,175
"2010237",4255,60,169
"2010238",4256,50,172
"2010239",4257,65,186
"2010240",4258,82,211
"2010241",4259,311,147
"2010242",4260,315,98
"2010243",4261,17,60
"2010244",4262,838,342
"2010245",4263,1507,392
"2010246",4264,1526,376
"2010247",4265,59,136
"2010248",4266,178,144
"2010249",4267,825,174
"2010250",4268,29,73
"2010251",4269,138,192
"2010252",4270,68,187
"2010253",4271,60,148
"2010254",4272,146,123
"2010255",4273,777,395
"2010256",4274,640,394
"2010257",4275,358,259
"2010258",4276,1681,243
"2010259",4277,83,271
"2010260",4278,380,143
"2010261",4279,176,130
"2010262",4280,1248,390
"2010263",4281,1822,317
"2010264",4282,808,305
"2010265",4283,1747,222
"2010266",4284,374,178
"2010267",4285,231,100
"2010268",4286,1028,260
"2010269",4287,1198,151
"2010270",4288,1203,470
"2010271",4289,87,303
"2010272",4290,371,315
"2010273",4291,1365,133
"2010274",4292,942,230
"2010275",4293,160,172
"2010276",4294,67,247
"2010277",4295,296,110
"2010278",4296,619,201
"2010279",4297,547,149
"2010280",4298,227,123
"2010281",4299,830,280
"2010282",4300,727,232
"2010283",4301,534,657
"2010284",4302,697,344
"2010285",4303,172,287
"2010286",4304,261,524
"2010287",4305,627,276
"2010288",4306,59,213
"2010289",4307,295,142
"2010290",4308,656,99
"2010291",4309,328,165
"2010292",4310,110,142
"2010293",4311,529,243
"2010294",4312,53,197
"2010295",4313,26,70
"2010296",4314,514,181
"2010297",4315,340,178
"2010298",4316,660,273
"2010299",4317,214,127
"2010300",4318,2793,362
"2010301",4319,377,130
"2010302",4320,758,193
"2010303",4321,1865,226
"2010304",4322,899,256
"2010305",4323,813,548
