CNTYVTD,VTDKEY,MillerR_18G_Ag Comm,OlsonD_18G_Ag Comm,CarpenterL_18G_Ag Comm
"4090124",7323,574,748,16
"4090125",7324,19,7,0
"4110001",7325,459,67,3
"411002A",7326,318,32,5
"411002B",7327,151,14,2
"411003A",7328,227,51,5
"411003B",7329,161,29,3
"411004A",7330,408,35,1
"411004B",7331,62,4,1
"4130001",7332,203,74,3
"4130002",7333,179,48,11
"4130003",7334,46,38,3
"4130004",7335,267,48,5
"4150005",7336,57,6,1
"4150006",7337,135,18,2
"4150007",7338,954,142,13
"4150008",7339,359,52,3
"4150009",7340,250,22,3
"4150010",7341,642,67,3
"4150011",7342,69,5,2
"4150012",7343,499,108,12
"4150013",7344,223,43,2
"4150014",7345,67,13,0
"4150015",7346,400,139,13
"4170101",7347,278,33,0
"4170202",7348,332,18,4
"4170303",7349,134,10,1
"4170307",7350,156,13,1
"4170404",7351,22,0,1
"4170405",7352,104,10,5
"4170406A",7353,136,22,0
"4170406B",7354,2,0,0
"4190002",7355,376,47,4
"4190003",7356,165,11,1
"4190004",7357,335,56,0
"4190005",7358,909,93,9
"4190006",7359,264,50,2
"4190007",7360,297,118,4
"4190008",7361,359,183,8
"419001N",7362,578,111,8
"419001S",7363,690,168,13
"419001W",7364,203,33,3
"419009N",7365,465,116,7
"419009S",7366,403,81,7
"41901SE",7367,249,359,9
"41901SW",7368,577,86,5
"4210101",7369,36,4,1
"4210102",7370,97,21,1
"4210201",7371,68,18,0
"4210202",7372,60,0,1
"4210301",7373,63,9,5
"4210302",7374,106,12,1
"4210401",7375,260,24,3
"4230001",7376,56,98,1
"4230002",7377,56,229,4
"4230003",7378,1019,374,42
"4230004",7379,364,334,12
"4230005",7380,2031,330,43
"4230006",7381,369,90,8
"4230007",7382,782,240,21
"4230008",7383,580,180,11
"4230009",7384,41,97,1
"4230010",7385,688,787,16
"4230011",7386,108,630,10
"4230012",7387,254,757,18
"4230013",7388,20,669,6
"4230014",7389,549,321,19
"4230015",7390,2530,376,51
"4230016",7391,68,497,6
"4230017",7392,461,61,3
"4230018",7393,36,572,6
"4230019",7394,2249,407,46
"4230020",7395,106,152,11
"4230021",7396,699,218,18
"4230022",7397,135,111,3
"4230023",7398,886,383,25
"4230025",7399,960,287,26
"4230026",7400,1203,237,25
"4230027",7401,596,322,26
"4230028",7402,1722,345,46
"4230029",7403,803,219,15
"4230030",7404,2111,379,61
"4230031",7405,1833,324,53
"4230032",7406,1145,337,25
"4230034",7407,170,486,6
"4230035",7408,507,761,21
"4230036",7409,243,974,20
"4230037",7410,935,195,21
"4230038",7411,815,397,31
"4230039",7412,118,136,4
"4230040",7413,2511,460,54
"4230041",7414,1786,313,33
"4230042",7415,1914,423,53
"4230043",7416,359,193,24
"4230044",7417,1142,750,47
"4230045",7418,699,78,12
"4230046",7419,398,166,10
"4230047",7420,137,63,2
"4230048",7421,114,83,11
"4230049",7422,40,72,2
"4230050",7423,1098,346,34
"4230052",7424,1005,189,17
"4230054",7425,1302,515,32
"4230055",7426,1638,845,49
"4230056",7427,1469,503,52
"4230058",7428,1468,419,36
"4230059",7429,1578,450,41
"4230060",7430,87,144,7
"4230061",7431,586,478,28
"4230063",7432,5,30,1
"4230064",7433,46,37,2
"4230065",7434,36,37,0
"4230066",7435,163,154,7
"4230070",7436,179,98,10
"4230071",7437,1963,458,32
"4230072",7438,71,41,0
"4230073",7439,158,144,4
"4230074",7440,156,33,6
"4230075",7441,1656,235,37
"4230076",7442,66,173,4
"4230077",7443,118,92,5
"4230078",7444,76,20,0
"4230079",7445,1576,420,46
"4230080",7446,10,2,0
"4230081",7447,43,82,1
"4230082",7448,8,12,0
"4250001",7449,604,115,13
"4250002",7450,877,182,20
"4250003",7451,744,160,32
"4250004",7452,756,133,17
"4270001",7453,233,625,27
"4270002",7454,274,872,36
"4270003",7455,111,417,23
"4270004",7456,117,130,8
"4270005",7457,13,32,1
"4270006",7458,453,2121,126
"4270007",7459,58,273,6
"4270008",7460,152,690,21
"4270009",7461,205,763,24
"4270010",7462,414,1339,45
"4291-11",7463,478,72,12
"4292-11",7464,619,78,2
"4292-19A",7465,41,1,0
"4292-19B",7466,95,7,0
"4292-19C",7467,0,0,0
"4293-11",7468,217,43,7
"4293-19",7469,236,19,2
"4294-11",7470,270,46,5
"4294-19",7471,444,39,6
"4295-11",7472,191,7,2
"4310001A",7473,92,9,1
"4310001B",7474,27,4,0
"4310002A",7475,65,9,0
"4310002B",7476,6,0,0
"4310002C",7477,10,1,1
"4310002D",7478,3,0,0
"4310002E",7479,0,0,0
"4310003",7480,135,7,1
"4310004",7481,102,9,1
"4330001",7482,130,18,3
"4330002",7483,124,36,0
"4330003",7484,125,20,2
"4330004",7485,105,36,1
"4350101",7486,148,77,4
"4350201",7487,263,39,5
"4350301",7488,352,82,4
"4350401",7489,148,66,3
"4370001",7490,201,61,8
"4370002",7491,343,126,8
"4370003",7492,316,80,9
"4370004",7493,79,56,4
"4370006",7494,113,43,5
"4370007",7495,195,36,7
"4370009",7496,16,7,0
"4370011",7497,109,38,5
"4391001",7498,465,559,30
"4391004",7499,637,632,33
"4391005",7500,21,330,3
"4391008",7501,2,107,4
"4391009",7502,464,330,16
"4391010",7503,26,115,3
"4391011",7504,33,317,4
"4391012",7505,439,767,36
"4391013",7506,133,985,15
"4391014",7507,100,172,4
"4391015",7508,214,389,25
"4391019",7509,59,234,4
"4391021",7510,1139,593,37
"4391022",7511,396,332,19
"4391023",7512,714,689,32
"4391024",7513,1026,643,33
"4391025",7514,276,630,18
"4391034",7515,1396,417,26
"4391056",7516,21,110,3
"4391059",7517,17,188,2
"4391061",7518,6,49,0
"4391062",7519,8,12,0
"4391066",7520,114,251,11
"4391071",7521,361,749,33
"4391074",7522,23,256,4
"4391075",7523,51,291,6
"4391076",7524,292,438,21
"4391078",7525,10,347,3
"4391079",7526,20,431,3
"4391080",7527,25,465,3
"4391081",7528,251,164,11
"4391082",7529,104,174,8
"4391083",7530,56,318,4
"4391084",7531,0,0,0
"4391085",7532,115,217,7
"4391088",7533,82,419,13
"4391089",7534,19,554,4
"4391090",7535,22,511,8
"4391094",7536,269,586,24
"4391095",7537,347,234,15
"4391098",7538,49,596,9
"4391099",7539,87,242,8
"4391103",7540,590,296,16
"4391104",7541,101,1154,16
"4391105",7542,561,505,27
"4391106",7543,14,888,10
"4391108",7544,534,549,38
"4391109",7545,112,346,10
"4391111",7546,1271,357,35
"4391117",7547,610,556,37
"4391119",7548,699,1321,40
"4391120",7549,51,1186,11
"4391126",7550,281,707,25
"4391127",7551,30,694,6
"4391132",7552,21,615,4
"4391133",7553,425,620,32
"4391142",7554,373,385,26
"4391146",7555,450,892,25
"4391149",7556,199,874,9
"4391150",7557,221,579,9
"4391151",7558,248,385,19
"4391153",7559,48,809,7
"4391154",7560,33,170,2
"4391165",7561,43,96,7
"4391167",7562,409,461,31
"4391170",7563,490,965,35
"4391175",7564,339,478,19
"4391184",7565,177,275,7
"4391186",7566,293,105,9
"4391188",7567,7,266,2
"4391189",7568,663,767,25
"4391197",7569,1060,1171,60
"4391198",7570,63,116,6
"4391199",7571,162,113,4
"4391206",7572,983,531,48
"4391207",7573,565,756,26
"4391208",7574,721,347,24
"4391211",7575,46,857,13
"4391227A",7576,158,424,13
"4391227B",7577,0,0,0
"4391236",7578,133,216,15
"4391237",7579,102,247,7
"4391238",7580,527,993,33
"4391241",7581,32,83,1
"4391244",7582,68,32,0
"4391251",7583,287,1435,31
"4391255",7584,531,1175,26
"4391257",7585,265,541,12
"4391264",7586,564,495,22
"4391265",7587,479,730,19
"4391270",7588,137,164,11
"4391271",7589,1092,402,29
"4391273",7590,304,691,28
"4391277A",7591,421,433,25
"4391277B",7592,0,0,0
"4391278",7593,169,865,24
"4391279",7594,313,879,24
"4391291",7595,36,976,8
"4391292",7596,159,612,19
"4391293",7597,80,538,9
"4391294",7598,812,559,34
"4391295",7599,121,296,5
"4391296",7600,828,669,42
"4391297",7601,46,1174,10
"4391298",7602,619,734,35
"4391300",7603,362,865,25
"4391301",7604,118,871,11
"4391311",7605,220,814,18
"4391337",7606,967,474,34
"4391339",7607,913,704,44
"4391345",7608,90,102,1
"4391346",7609,19,396,3
"4391347",7610,915,1298,47
"4391348",7611,386,129,6
"4391351",7612,0,0,0
"4391352",7613,261,117,10
"4391366",7614,0,0,0
"4391376",7615,1,4,1
"4391377",7616,1106,1186,55
"4391378",7617,424,1389,32
"4391380",7618,355,483,25
"4391382",7619,251,881,20
"4391388",7620,425,966,24
"4391394",7621,0,0,0
"4391404",7622,7,11,0
"4391407",7623,12,28,0
"4391408",7624,28,63,2
"4391412",7625,0,0,0
"4391414",7626,4,21,1
"4391415",7627,109,473,8
"4391416",7628,42,46,4
"4391418",7629,0,0,0
"4391420",7630,0,0,0
"4391423",7631,1390,568,31
"4391424",7632,11,6,0
"4391427",7633,0,2,1
"4391430",7634,1,3,0
"4391431",7635,789,325,14
"4391434",7636,1,2,0
"4391436",7637,192,299,6
"4391437",7638,242,229,7
"4391439",7639,5,49,1
"4391440",7640,195,772,15
"4391441",7641,64,314,15
"4391444",7642,8,27,0
"4391445",7643,17,34,3
"4391455",7644,0,0,0
"4391457",7645,2,1,0
"4391459",7646,223,742,21
"4391460",7647,231,947,27
"4391463",7648,178,569,24
"4391472",7649,70,49,2
"4391473",7650,13,31,1
"4391476",7651,12,31,2
"4391477",7652,47,375,3
"4391479",7653,19,67,1
"4391481",7654,27,143,4
"4391482",7655,33,258,3
"4391489",7656,229,738,24
"4391490",7657,77,203,7
"4391491",7658,1,0,0
"4391501",7659,113,166,6
"4391504",7660,904,221,21
"4391514",7661,0,0,0
"4391515",7662,9,6,2
"4391518",7663,82,303,6
"4391543",7664,0,0,0
"4391544",7665,0,2,0
"4391547",7666,0,0,0
"4391549",7667,0,0,0
"4391550",7668,1,19,0
"4391555",7669,1,0,0
"4391559",7670,30,87,2
"4391564",7671,0,0,0
"4391576",7672,4,74,0
"4391577",7673,56,417,4
"4391578",7674,156,560,16
"4391586",7675,0,1,0
"4391589",7676,41,66,4
"4391594",7677,0,0,0
"4391597",7678,38,207,2
"4391603",7679,307,877,30
"4391605",7680,0,0,0
"4391607",7681,0,0,0
"4391608",7682,234,340,14
"4391610",7683,0,0,0
"4391611",7684,4,4,0
"4391617",7685,3,10,1
"4391619",7686,2,9,0
"4391621",7687,16,39,1
"4391622",7688,15,14,0
"4391623",7689,0,0,0
"4391625",7690,0,0,0
"4391627",7691,120,47,3
"4391628",7692,0,0,0
"4391631",7693,49,88,3
"4391633",7694,9,7,1
"4391639",7695,393,1660,29
"4391641",7696,818,1323,49
"4391642",7697,287,908,16
"4391651",7698,0,0,0
"4391652",7699,1,78,1
"4391672",7700,0,0,0
"4391674",7701,0,0,0
"4391676",7702,45,104,3
"4391677",7703,6,9,3
"4391678",7704,1,4,0
"4391679",7705,0,0,0
"4391684",7706,126,155,5
"4391701",7707,269,350,16
"4391704",7708,775,434,25
"4391710",7709,565,542,28
"4391714",7710,443,1203,33
"4391715",7711,230,325,11
"4391717",7712,538,372,17
"4391718",7713,180,338,13
"4391719",7714,1220,590,49
"4391722",7715,119,132,5
"4391723",7716,116,189,5
"4392002",7717,0,3,0
"4392003",7718,326,265,18
"4392007",7719,862,510,31
"4392026",7720,671,511,38
"4392027",7721,199,376,14
"4392028",7722,506,278,29
"4392029",7723,920,557,44
"4392030",7724,373,1288,25
"4392031",7725,725,1907,47
"4392033",7726,547,502,32
"4392052",7727,482,819,45
"4392055",7728,672,571,31
"4392058",7729,0,0,0
"4392100",7730,136,137,14
"4392112",7731,867,391,21
"4392134",7732,130,211,8
"4392143",7733,160,222,20
"4392145",7734,228,561,20
"4392147",7735,387,342,29
"4392148",7736,256,712,25
"4392158A",7737,765,662,27
"4392158B",7738,0,0,0
"4392161",7739,273,599,39
"4392168",7740,506,684,57
"4392169",7741,135,374,13
"4392171",7742,951,692,61
"4392173",7743,449,217,18
"4392174",7744,814,708,33
"4392180",7745,154,587,10
"4392181",7746,915,729,46
"4392190",7747,76,96,6
"4392205",7748,892,613,51
"4392210",7749,115,214,11
"4392217",7750,551,887,51
"4392219",7751,834,693,31
"4392220",7752,1000,672,33
"4392221",7753,467,507,21
"4392223",7754,863,340,28
"4392224",7755,320,672,22
"4392225",7756,111,509,18
"4392226",7757,296,620,17
"4392228",7758,964,581,30
"4392229",7759,648,587,48
"4392235",7760,466,805,35
"4392246",7761,468,319,17
"4392258",7762,248,108,1
"4392262",7763,405,159,12
"4392263",7764,296,578,21
"4392266",7765,1101,733,42
"4392267",7766,284,688,31
"4392268",7767,271,373,15
"4392269",7768,101,127,5
"4392274A",7769,2,0,0
"4392274B",7770,0,0,0
"4392275",7771,179,312,16
"4392280",7772,536,486,23
"4392281",7773,436,380,12
"4392299",7774,243,627,10
"4392302",7775,123,598,17
"4392303",7776,805,570,35
"4392304",7777,889,549,19
"4392305",7778,586,476,17
"4392306",7779,811,444,34
"4392307",7780,1221,954,42
"4392308",7781,878,706,26
"4392309",7782,225,425,13
"4392310",7783,599,491,34
"4392313",7784,869,538,35
"4392314",7785,1262,750,53
"4392315",7786,282,633,26
"4392316",7787,425,542,24
"4392317",7788,471,321,21
"4392318",7789,662,408,25
"4392319",7790,917,543,28
"4392320",7791,277,616,17
"4392341",7792,50,148,0
"4392349",7793,330,649,15
"4392353",7794,228,405,14
"4392354",7795,384,758,34
"4392355",7796,501,373,24
"4392356",7797,886,894,20
"4392357",7798,1163,711,27
"4392358",7799,880,558,37
"4392360",7800,1346,599,31
"4392379",7801,520,1448,25
"4392381",7802,61,199,4
"4392383",7803,423,775,29
"4392393",7804,70,134,4
"4392401",7805,94,68,3
"4392402",7806,6,1,0
"4392403",7807,2,7,0
"4392405",7808,622,1589,42
"4392411",7809,38,141,4
"4392413",7810,76,289,3
"4392419",7811,0,0,0
"4392425",7812,722,935,34
"4392426",7813,865,509,23
"4392428",7814,63,180,4
"4392435",7815,785,729,33
"4392438",7816,373,964,26
"4392442",7817,563,643,25
"4392448",7818,477,1012,35
"4392449",7819,372,814,27
"4392450",7820,380,879,31
"4392451",7821,8,60,1
"4392453",7822,375,817,14
"4392461",7823,200,753,20
"4392462",7824,243,631,18
"4392464",7825,167,128,7
"4392466",7826,194,454,17
"4392467",7827,411,796,28
"4392468",7828,825,637,34
"4392474",7829,158,57,5
"4392484",7830,581,1375,22
"4392488",7831,424,894,28
"4392505",7832,600,346,16
"4392506",7833,1461,1153,79
"4392513",7834,0,0,0
"4392519",7835,190,426,11
"4392520",7836,591,540,34
"4392521",7837,418,328,16
"4392522",7838,1338,975,48
"4392523",7839,262,589,18
"4392524",7840,1189,358,29
"4392525",7841,418,1153,39
"4392535",7842,767,407,23
"4392536",7843,488,593,26
"4392537",7844,166,494,13
"4392541",7845,357,892,23
"4392546",7846,7,26,3
"4392548",7847,704,274,25
"4392553",7848,251,515,17
"4392556",7849,697,469,32
"4392557",7850,181,471,15
"4392561",7851,0,0,0
"4392569",7852,3,21,1
"4392571",7853,0,0,0
"4392581",7854,461,808,33
"4392600",7855,0,0,0
"4392601",7856,0,0,0
"4392606",7857,1,7,0
"4392609",7858,0,0,0
"4392612",7859,0,0,0
"4392613",7860,168,646,18
"4392614",7861,73,121,0
"4392616",7862,8,25,1
"4392618",7863,9,24,1
"4392635",7864,276,626,13
"4392636",7865,800,538,39
"4392643",7866,553,895,20
"4392644",7867,467,1174,41
"4392645",7868,840,416,28
"4392655",7869,160,366,18
"4392656",7870,6,35,0
"4392657",7871,4,10,0
"4392658",7872,56,167,3
"4392659",7873,3,4,0
"4392660",7874,75,54,3
"4392670",7875,24,45,2
"4392673",7876,0,0,0
"4392675",7877,0,0,0
"4392680",7878,0,0,0
"4392681",7879,0,0,0
"4392697",7880,629,861,29
"4392699",7881,698,1282,35
"4392708",7882,490,787,20
"4392712",7883,843,918,33
"4392721",7884,677,410,27
"4392726",7885,370,840,19
"4392727",7886,229,180,9
"4393032",7887,509,303,27
"4393035",7888,1616,849,60
"4393036",7889,487,567,40
"4393037",7890,1145,607,43
"4393038",7891,979,839,62
"4393039",7892,1002,479,27
"4393040",7893,1218,579,42
"4393041",7894,830,577,37
"4393043",7895,1347,477,49
"4393049",7896,1439,535,41
"4393054",7897,1359,765,54
"4393063",7898,734,353,31
"4393072",7899,1219,461,42
"4393114",7900,1033,589,54
"4393131",7901,634,327,31
"4393139",7902,384,299,32
"4393140",7903,690,354,28
"4393152",7904,15,5,1
"4393156",7905,803,283,19
"4393157",7906,627,564,46
"4393160",7907,549,554,36
"4393164",7908,601,409,31
"4393166",7909,561,627,42
"4393172",7910,785,622,48
"4393176",7911,1131,769,48
"4393177",7912,1138,431,36
"4393183",7913,1041,1020,40
"4393185",7914,2,0,0
"4393187",7915,513,356,30
"4393192",7916,371,106,8
"4393193",7917,1603,568,39
"4393194",7918,644,415,30
"4393196",7919,960,467,37
"4393200",7920,825,599,39
"4393209",7921,1982,659,38
"4393212",7922,537,548,28
"4393213",7923,575,402,24
"4393214",7924,903,615,45
"4393215",7925,1024,438,31
"4393216",7926,1045,990,50
"4393240",7927,860,524,40
"4393247",7928,399,481,26
"4393248",7929,1807,795,58
"4393249",7930,1018,954,60
"4393254",7931,673,573,29
"4393260",7932,669,308,29
"4393282",7933,647,365,22
"4393283",7934,709,379,20
"4393286",7935,446,119,13
"4393287",7936,838,535,44
"4393289",7937,894,515,42
"4393321",7938,882,601,51
"4393322",7939,915,510,32
"4393323",7940,1756,690,50
"4393324",7941,831,455,22
"4393325",7942,410,210,13
"4393326",7943,269,177,15
"4393327",7944,638,405,27
"4393329",7945,584,769,43
"4393330",7946,576,236,8
"4393331",7947,2139,747,43
"4393332",7948,826,686,42
"4393333",7949,1542,954,60
"4393334",7950,664,594,33
"4393335",7951,888,504,34
"4393336",7952,701,1009,37
"4393359",7953,941,465,29
"4393361",7954,1136,696,45
"4393363",7955,1371,536,43
"4393364",7956,261,242,11
"4393365",7957,1997,733,40
"4393367",7958,703,399,34
"4393368",7959,373,166,10
"4393372",7960,1170,702,61
"4393384",7961,548,450,42
"4393385",7962,1351,662,60
"4393386",7963,1130,443,31
"4393387",7964,1003,380,39
"4393389",7965,988,1180,66
"4393390",7966,1933,789,55
"4393391",7967,627,827,44
"4393392",7968,1077,430,25
"4393396",7969,1236,866,47
"4393398",7970,549,308,34
"4393406",7971,0,0,0
"4393409",7972,8,2,1
"4393417",7973,776,450,27
"4393421",7974,724,260,18
"4393422",7975,730,242,23
"4393433",7976,296,124,5
"4393443",7977,818,558,42
"4393446",7978,0,0,0
"4393447",7979,0,0,0
"4393465",7980,1063,784,43
"4393469A",7981,472,333,18
"4393469B",7982,0,0,0
"4393470",7983,59,26,1
"4393471",7984,883,330,22
"4393486",7985,1196,713,56
"4393500",7986,206,57,7
"4393502",7987,827,231,19
"4393507",7988,786,539,44
"4393509",7989,699,445,35
"4393510",7990,1531,559,41
"4393511",7991,634,822,57
"4393516",7992,964,435,30
"4393517",7993,632,620,23
"4393526",7994,629,258,17
"4393527",7995,987,473,38
"4393529",7996,1071,515,27
"4393530",7997,1113,665,43
"4393538",7998,1577,832,33
"4393539",7999,6,2,0
"4393542",8000,901,569,50
"4393545",8001,1196,490,30
"4393552",8002,1017,872,41
"4393554",8003,1403,557,48
"4393558",8004,1643,695,30
"4393560",8005,0,0,0
"4393562",8006,76,25,1
"4393566",8007,0,2,0
"4393567",8008,1253,379,32
"4393570",8009,924,642,53
"4393574",8010,112,136,4
"4393575",8011,0,0,0
"4393579",8012,449,142,11
"4393580",8013,0,0,0
"4393582",8014,28,1,0
"4393583",8015,0,0,0
"4393584",8016,0,0,0
"4393585",8017,0,0,0
"4393590",8018,0,0,0
"4393624",8019,122,79,6
"4393626",8020,353,128,10
"4393637",8021,597,551,32
"4393646",8022,1022,695,63
"4393647",8023,1048,775,38
"4393648",8024,1236,790,50
"4393653",8025,1,0,0
"4393654",8026,0,0,0
"4393661",8027,0,0,0
"4393662",8028,5,0,0
"4393663",8029,2,2,0
"4393664",8030,0,0,0
"4393665",8031,11,0,0
"4393667",8032,48,22,2
"4393668",8033,182,64,10
"4393669",8034,2,1,0
"4393671",8035,291,137,12
"4393695",8036,1374,864,41
"4393696",8037,1253,785,51
"4393698",8038,1261,946,49
"4393700",8039,587,346,28
"4393706",8040,751,513,42
"4393709",8041,554,328,25
"4393716",8042,936,365,26
"4393720",8043,1399,468,38
"4393725",8044,911,437,33
"4393728",8045,795,379,22
"4393729",8046,3,2,0
"4394006",8047,84,319,17
"4394016",8048,455,525,42
"4394017",8049,169,837,13
"4394018",8050,344,187,18
"4394020",8051,428,301,17
"4394042",8052,282,237,14
"4394044A",8053,1092,426,29
"4394044B",8054,0,0,0
"4394045",8055,1157,414,25
"4394046",8056,1613,497,47
"4394047",8057,1261,324,35
"4394048",8058,48,242,7
"4394050",8059,59,413,10
"4394051",8060,1,3,0
"4394053",8061,379,255,17
"4394057",8062,247,183,1
"4394060",8063,285,837,41
"4394065",8064,1585,440,43
"4394067",8065,102,492,10
"4394068",8066,89,406,11
"4394069",8067,642,400,27
"4394070",8068,692,685,35
"4394073",8069,119,105,2
"4394077",8070,78,115,4
"4394086",8071,1128,542,41
"4394087",8072,29,194,7
"4394091",8073,808,437,21
"4394092",8074,56,314,8
"4394093",8075,121,591,17
"4394096",8076,191,482,24
"4394097",8077,119,406,12
"4394101",8078,207,312,8
"4394102",8079,219,256,10
"4394107",8080,67,329,8
"4394110",8081,85,376,9
"4394113",8082,115,59,4
"4394115",8083,362,83,6
"4394116",8084,774,641,27
"4394118",8085,337,397,16
"4394121",8086,716,519,48
"4394122",8087,99,488,12
"4394123",8088,99,466,6
"4394124",8089,343,389,26
"4394125",8090,122,127,7
"4394128",8091,831,496,30
"4394129",8092,483,270,24
"4394130",8093,1083,644,41
"4394135",8094,343,326,16
"4394136",8095,493,620,37
"4394137",8096,543,370,33
"4394138",8097,168,172,9
"4394141",8098,743,593,28
"4394144",8099,537,297,22
"4394155",8100,254,795,26
"4394159",8101,418,319,24
"4394162",8102,106,137,4
"4394163",8103,451,371,23
"4394178",8104,1089,716,35
"4394179",8105,267,347,15
"4394182",8106,1164,831,49
"4394191",8107,422,215,18
"4394195",8108,88,465,5
"4394201",8109,64,395,10
"4394202",8110,348,394,21
"4394203",8111,346,545,17
"4394204",8112,926,700,44
"4394218",8113,295,277,14
"4394222",8114,245,268,19
"4394230",8115,1283,939,58
"4394231",8116,100,523,15
"4394232",8117,609,688,42
"4394233",8118,107,485,14
"4394234",8119,1209,700,64
"4394239",8120,50,22,2
"4394242",8121,252,96,6
"4394243",8122,409,372,20
"4394245A",8123,4,51,1
"4394245B",8124,0,0,0
"4394245C",8125,0,0,0
"4394250",8126,818,701,43
"4394252",8127,294,311,20
"4394253",8128,122,133,11
"4394256",8129,63,279,4
"4394259",8130,520,183,17
"4394261",8131,729,755,50
"4394272",8132,186,108,8
"4394276",8133,676,499,26
"4394284",8134,115,33,3
"4394285",8135,107,161,5
"4394288",8136,13,68,2
"4394290",8137,671,531,26
"4394312",8138,16,53,1
"4394328",8139,345,295,29
"4394338",8140,1003,811,42
"4394340",8141,877,299,31
"4394342",8142,888,611,42
"4394343",8143,822,405,25
"4394344",8144,599,355,14
"4394350",8145,384,502,34
"4394362",8146,2,1,0
"4394369",8147,1296,750,54
"4394370",8148,0,0,0
"4394371",8149,1139,265,27
"4394373",8150,106,43,2
"4394374",8151,646,553,41
"4394375",8152,1089,475,43
"4394395",8153,243,62,10
"4394397",8154,107,83,4
"4394399",8155,94,35,4
"4394400",8156,82,64,4
"4394410",8157,688,707,19
"4394429",8158,466,343,23
"4394432",8159,3,11,1
"4394452",8160,657,620,27
"4394454",8161,766,449,31
"4394456",8162,455,256,15
"4394458",8163,3,1,0
"4394475",8164,12,33,1
"4394478",8165,0,0,0
"4394480",8166,386,158,12
"4394483",8167,11,11,1
"4394485",8168,81,86,7
"4394487",8169,0,0,0
"4394492",8170,189,299,27
"4394493",8171,429,407,23
"4394494",8172,1,0,0
"4394495",8173,26,44,1
"4394496",8174,91,192,7
"4394497",8175,341,704,37
"4394498",8176,269,149,7
"4394499",8177,893,908,56
"4394503",8178,147,288,8
"4394508",8179,1078,906,52
"4394512",8180,0,0,0
"4394528",8181,1144,856,49
"4394531",8182,964,530,42
"4394532",8183,581,172,13
"4394533",8184,437,298,22
"4394534",8185,1119,762,53
"4394540",8186,818,722,51
"4394551",8187,1131,730,49
"4394563",8188,0,0,0
"4394565",8189,13,8,1
"4394568",8190,20,8,1
"4394572",8191,5,17,0
"4394573",8192,0,0,0
"4394587",8193,0,94,0
"4394588",8194,1305,954,60
"4394591",8195,807,699,38
"4394592",8196,0,0,0
"4394593",8197,60,67,3
"4394595",8198,18,17,0
"4394596",8199,13,42,0
"4394598",8200,0,0,0
"4394599",8201,960,811,31
"4394602",8202,0,0,0
"4394604",8203,2,1,0
"4394615",8204,0,0,0
"4394620",8205,7,17,0
"4394629",8206,0,0,0
"4394630",8207,0,0,0
"4394632",8208,0,0,0
"4394634",8209,302,364,18
"4394638",8210,688,507,25
"4394640",8211,128,293,10
"4394649",8212,1063,544,44
"4394650",8213,768,607,48
"4394666",8214,0,0,0
"4394682",8215,55,110,2
"4394683",8216,0,0,0
"4394685A",8217,0,0,0
"4394685B",8218,0,0,0
"4394686",8219,0,0,0
"4394687",8220,20,49,6
"4394688",8221,12,12,0
"4394689",8222,42,45,2
"4394690",8223,7,2,0
"4394691",8224,4,9,0
"4394692",8225,2,8,1
"4394693",8226,1,2,0
"4394694",8227,1081,749,46
"4394702",8228,477,343,25
"4394703",8229,595,672,40
"4394705",8230,556,469,18
"4394707",8231,337,388,28
"4394711",8232,555,525,22
"4394713",8233,974,615,42
"4394724",8234,528,200,16
"4410101",8235,1239,588,55
"4410102",8236,866,371,35
"4410103",8237,892,396,38
"4410104",8238,1317,307,25
"4410105",8239,934,486,33
"4410106",8240,238,139,11
"4410107",8241,227,50,5
"4410108",8242,663,82,16
"4410109",8243,137,13,1
"4410110",8244,53,2,0
"4410201",8245,321,257,13
"4410202",8246,562,533,16
"4410203",8247,675,388,26
"4410204",8248,679,206,28
"4410205",8249,685,512,30
"4410206",8250,1029,188,22
"4410207",8251,139,23,4
"4410301",8252,826,358,33
"4410302",8253,1022,280,27
"4410303",8254,1021,101,19
"4410304",8255,1035,400,33
"4410305",8256,1417,326,39
"4410306",8257,2318,470,47
"4410307",8258,2743,500,58
"4410308",8259,870,134,17
"4410401",8260,321,216,22
"4410402",8261,1043,452,37
"4410403",8262,756,397,28
"4410404",8263,647,417,44
"4410405",8264,545,253,20
"4410406",8265,1365,426,32
"4410407",8266,502,146,15
"4410408",8267,2083,238,39
"4410409",8268,482,45,8
"4430001",8269,60,42,4
"4430002A",8270,3,5,0
"4430002B",8271,44,59,4
"4430003",8272,75,16,5
"4430004A",8273,10,1,0
"4430004B",8274,75,21,4
"4450101",8275,198,41,6
"4450102",8276,685,121,9
"4450201",8277,207,78,12
"4450202",8278,187,59,7
"4450301",8279,303,161,11
"4450401",8280,400,119,10
"4450402",8281,130,5,2
"4470001",8282,170,12,1
"4470002",8283,145,20,4
"4473003",8284,127,27,5
"4474005",8285,47,13,0
"4474006",8286,105,9,2
"4490001",8287,38,194,4
"4490002",8288,193,106,5
"4490003",8289,271,70,4
"4490004",8290,284,62,9
"4490005",8291,130,17,6
"4490006",8292,562,99,13
"4490007",8293,450,111,11
"4490008",8294,168,240,18
"4490009",8295,154,51,8
"4490010",8296,433,57,11
"4490011",8297,68,24,0
"4490012",8298,141,20,3
"4490014",8299,422,329,18
"4490015",8300,319,62,8
"4490016",8301,935,252,31
"4490017",8302,55,149,4
"4490018",8303,88,10,1
