CNTYVTD,VTDKEY,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"1410126",3267,745,1653
"1410127",3268,56,118
"1410128",3269,178,392
"1410129",3270,431,997
"1410130",3271,452,1240
"1410131",3272,200,500
"1410132",3273,29,131
"1410133",3274,177,886
"1410134",3275,118,414
"1410135",3276,153,813
"1410136",3277,109,616
"1410137",3278,113,707
"1410138",3279,141,742
"1410139",3280,210,743
"1410140",3281,95,600
"1410141",3282,97,448
"1410142",3283,66,419
"1410143",3284,160,911
"1410144",3285,183,902
"1410145",3286,168,833
"1410146",3287,81,472
"1410147",3288,132,500
"1410148",3289,177,832
"1410149",3290,214,902
"1410150",3291,121,588
"1410151",3292,130,742
"1410152",3293,91,654
"1410153",3294,178,887
"1410154",3295,142,772
"1410155",3296,78,384
"1410156",3297,194,993
"1410157",3298,107,590
"1410158",3299,392,744
"1410159",3300,97,551
"1410160",3301,173,789
"1410161",3302,89,364
"1410162",3303,216,1063
"1410163",3304,224,791
"1410164",3305,260,1081
"1410165",3306,194,1085
"1410166",3307,430,690
"1410167",3308,179,1044
"1410168",3309,439,998
"1410169",3310,185,790
"1410170",3311,394,757
"1410171",3312,104,538
"1410172",3313,297,1068
"1410173",3314,146,393
"1410174",3315,1,2
"1410175",3316,21,95
"1410176",3317,218,342
"1410177",3318,125,176
"1410178",3319,220,344
"1410179",3320,22,219
"1410180",3321,87,574
"1410181",3322,334,647
"1410182",3323,159,468
"1410183",3324,0,0
"1410184",3325,0,0
"1410185",3326,171,188
"1410186",3327,139,250
"1410187",3328,0,1
"1410188",3329,18,33
"1410189",3330,5,2
"1410190",3331,0,0
"1410191",3332,0,0
"1410192",3333,602,1070
"1410193",3334,120,238
"1410194",3335,281,426
"1410195",3336,252,578
"1410196",3337,360,862
"1410197",3338,345,974
"1410198",3339,565,1227
"1410199",3340,315,598
"1410200",3341,21,39
"1410201",3342,391,751
"1410202",3343,323,618
"1410203",3344,250,472
"1410204",3345,0,1
"1410205",3346,171,715
"1410206",3347,54,218
"1410207",3348,119,585
"1410208",3349,98,459
"1430010",3350,386,155
"1430011",3351,163,77
"1430012",3352,606,139
"1430018",3353,917,146
"1430019",3354,628,112
"1430020",3355,531,112
"1430021",3356,581,118
"1430023",3357,207,52
"1430024",3358,401,90
"1430025",3359,384,50
"1430030",3360,351,45
"1430031",3361,628,84
"1430032",3362,686,151
"1430033",3363,270,153
"1430034",3364,615,82
"1430035",3365,30,38
"1430041",3366,392,47
"1430044",3367,1043,144
"1430045",3368,601,244
"1430046",3369,260,100
"1430047",3370,468,129
"1450101",3371,157,130
"1450104",3372,345,54
"1450105",3373,273,146
"1450201",3374,241,56
"1450203",3375,20,199
"1450204",3376,76,247
"1450301",3377,259,50
"1450302",3378,108,45
"1450303",3379,325,33
"1450304",3380,347,126
"1450403",3381,385,140
"1450404",3382,343,88
"1450405",3383,260,111
"1470001",3384,529,139
"1470002",3385,595,80
"1470003",3386,227,93
"1470004",3387,487,190
"1470005",3388,257,55
"1470006",3389,321,72
"1470007",3390,236,52
"1470009",3391,439,85
"1470010",3392,1085,223
"1470011",3393,1110,203
"1470012",3394,564,86
"1470013",3395,338,82
"1470015",3396,407,60
"1470016",3397,164,32
"1470018",3398,1130,329
"1470019",3399,683,220
"1490002",3400,102,27
"1490003",3401,217,41
"1490004",3402,422,97
"1490005",3403,147,14
"1490006",3404,245,68
"1490007",3405,349,74
"1490008",3406,212,36
"1490009",3407,131,38
"1490010",3408,345,52
"1490011",3409,234,44
"1490012",3410,197,53
"1490013",3411,313,83
"1490014",3412,152,15
"1490015",3413,191,37
"1490016",3414,686,226
"1490017",3415,245,32
"149001E",3416,440,72
"149001N",3417,886,352
"149001W",3418,360,94
"1490020",3419,393,74
"1490021",3420,137,26
"1490022",3421,102,23
"1490023",3422,134,24
"1490024",3423,144,26
"1490025",3424,1062,309
"1490026",3425,286,65
"1510001",3426,291,74
"1510004",3427,320,84
"1510010",3428,207,84
"1510012",3429,260,99
"1530001",3430,529,103
"1530009",3431,51,2
"1530018",3432,443,79
"1530023",3433,235,181
"1530024",3434,90,40
"153024BA",3435,29,43
"153024BB",3436,0,0
"1550101",3437,48,23
"1550201",3438,96,26
"1550301",3439,73,27
"1550401",3440,76,39
"1571001",3441,775,403
"1571002",3442,229,765
"1571003",3443,179,969
"1571007",3444,1918,2127
"1571008",3445,427,115
"1571010",3446,1826,453
"1571012",3447,537,548
"1571013",3448,796,694
"1571015",3449,536,174
"1571018",3450,886,187
"1571021",3451,421,54
"1571024",3452,429,132
"1571025",3453,1167,818
"1571037",3454,697,576
"1571040",3455,161,723
"1571048",3456,261,516
"1571054",3457,124,82
"1571058",3458,116,313
"1571067",3459,587,1097
"1571068",3460,242,26
"1571072",3461,47,14
"1571073",3462,462,211
"1571074",3463,816,1175
"1571076",3464,1016,1924
"1571085",3465,886,827
"1571087",3466,835,440
"1571094",3467,1,4
"1571097",3468,1650,1377
"1571103",3469,2172,1030
"1571109",3470,286,254
"1571114",3471,190,2077
"1571118",3472,2005,1555
"1571120",3473,1393,666
"1571128",3474,1518,684
"1571134",3475,516,1483
"1571141",3476,1085,560
"1571152",3477,545,333
"1571153",3478,63,1183
"1571154",3479,684,818
"1572016",3480,851,1192
"1572017",3481,65,1300
"1572022",3482,1168,897
"1572023",3483,120,1041
"1572031",3484,79,1367
"1572033",3485,176,498
"1572034",3486,129,2021
"1572036",3487,31,556
"1572043",3488,96,311
"1572050",3489,81,1725
"1572051",3490,50,1284
"1572052",3491,59,1261
"1572055",3492,23,539
"1572056",3493,90,270
"1572059",3494,101,1214
"1572060",3495,356,1339
"1572061",3496,1194,1439
"1572066",3497,436,1820
"1572070",3498,308,471
"1572075",3499,76,980
"1572077",3500,124,996
"1572078",3501,76,256
"1572081",3502,193,526
"1572088",3503,402,1022
"1572089",3504,41,763
"1572090",3505,267,233
"1572091",3506,126,286
"1572092",3507,186,316
"1572093",3508,57,170
"1572096",3509,362,926
"1572099",3510,598,1254
"1572100",3511,408,901
"1572101",3512,400,1318
"1572106",3513,508,1645
"1572108",3514,729,2404
"1572112",3515,25,115
"1572115",3516,229,723
"1572116",3517,61,1184
"1572123",3518,39,936
"1572136",3519,67,123
"1572137",3520,79,173
"1572138A",3521,54,185
"1572138B",3522,0,2
"1572139A",3523,4,28
"1572139B",3524,0,3
"1572151",3525,510,982
"1572157",3526,799,1056
"1573004",3527,1593,947
"1573005",3528,1741,497
"1573006",3529,3093,1412
"1573009A",3530,1478,616
"1573009B",3531,0,0
"1573014",3532,2050,937
"1573019",3533,466,150
"1573032",3534,428,980
"1573038",3535,1830,1312
"1573041",3536,903,342
"1573053",3537,0,0
"1573057",3538,1633,1063
"1573063",3539,1547,493
"1573069",3540,153,135
"1573083",3541,809,1754
"1573095",3542,835,847
"1573098",3543,478,848
"1573104",3544,2061,867
"1573113",3545,424,2262
"1573122",3546,1735,784
"1573130",3547,1556,1106
"1573132",3548,1622,1196
"1573133",3549,1571,750
"1573142",3550,1371,1052
"1573143",3551,2897,2351
"1573144",3552,1670,980
"1573145",3553,812,630
"1573146",3554,1241,1065
"1573148",3555,2999,1533
"1573149",3556,2608,569
"1573150",3557,955,2282
"1573156",3558,1197,381
"1573159",3559,545,467
"1573160",3560,426,427
"1574011",3561,598,415
"1574020",3562,1293,653
"1574026",3563,975,931
"1574027",3564,0,0
"1574028",3565,726,778
"1574029",3566,870,384
"1574030",3567,1011,805
"1574035",3568,485,551
"1574039",3569,180,371
"1574042",3570,482,191
"1574044",3571,947,1338
"1574045",3572,469,602
"1574046",3573,933,1008
"1574047",3574,243,277
"1574049A",3575,666,1386
"1574049B",3576,0,0
"1574062",3577,990,1307
"1574064",3578,355,286
"1574065",3579,1319,1683
"1574071",3580,105,161
"1574079",3581,136,121
"1574080",3582,375,419
"1574082",3583,2125,1446
"1574084",3584,522,464
"1574086",3585,386,868
"1574102",3586,552,896
"1574105",3587,537,558
"1574107",3588,851,502
"1574110",3589,753,755
"1574111",3590,427,383
"1574117",3591,1040,1726
"1574119",3592,1346,775
"1574121",3593,171,240
"1574124",3594,813,1457
"1574125",3595,748,1486
"1574126",3596,739,1255
"1574127",3597,762,1005
"1574129",3598,1722,2006
"1574131",3599,673,508
"1574135",3600,1613,2395
"1574140",3601,1110,870
"1574147",3602,652,1691
"1574155",3603,343,985
"1574158",3604,348,956
"1590101",3605,538,100
"1590102",3606,266,30
"1590201",3607,311,38
"1590202",3608,379,128
"1590301",3609,407,63
"1590302",3610,338,74
"1590401",3611,631,99
"1590402",3612,396,76
"1610001",3613,1371,195
"1610002",3614,566,205
"1610003",3615,81,5
"1610004",3616,223,28
"1610005",3617,854,276
"1610006",3618,280,37
"1610007",3619,297,82
"1610008",3620,284,55
"1610009",3621,245,55
"1610010",3622,203,11
"1610011",3623,206,159
"1610012",3624,61,21
"1610013",3625,171,24
"1610014",3626,208,47
"1610015",3627,140,20
"1630001",3628,199,302
"1630002",3629,77,229
"1630003",3630,47,237
"1630004A",3631,299,263
"1630004B",3632,2,2
"1630005",3633,206,70
"1630006",3634,184,77
"1630008",3635,123,248
"1630009",3636,162,286
"1630010",3637,250,178
"1650002",3638,762,101
"1650003",3639,1137,95
"1650004",3640,453,83
"1650005",3641,123,11
"1650006",3642,84,20
"1650007",3643,97,72
"1650008",3644,382,63
"1650009",3645,274,29
"1670103",3646,505,149
"1670104",3647,479,124
"1670105",3648,88,88
"1670142",3649,657,585
"1670144",3650,846,417
"1670146",3651,916,619
"1670148",3652,1093,726
"1670150",3653,777,484
"1670151",3654,1212,412
"1670152",3655,2023,881
"1670159",3656,1239,741
"1670165",3657,1847,831
"1670166",3658,1125,558
"1670167",3659,2242,935
"1670168",3660,0,0
"1670169",3661,1,0
"1670170",3662,1202,516
"1670172",3663,227,63
"1670192",3664,212,107
"1670193",3665,1011,473
"1670197",3666,276,126
"1670218",3667,858,1010
"1670219",3668,629,609
"1670220",3669,1830,1140
"1670221",3670,982,364
"1670223",3671,771,867
"1670224",3672,930,895
"1670225A",3673,1431,396
"1670225B",3674,0,0
"1670226",3675,875,406
"1670227",3676,1342,331
"1670228",3677,1597,306
"1670232",3678,515,519
"1670258",3679,1039,192
"1670263",3680,2780,1248
"1670274",3681,430,123
"1670275",3682,193,77
"1670276",3683,711,554
"1670277",3684,1117,223
"1670278",3685,1237,268
"1670279",3686,564,113
"1670280",3687,145,113
"1670281",3688,83,30
"1670283",3689,1159,677
"1670301",3690,254,415
"1670306",3691,1016,1620
"1670309",3692,39,25
"1670311",3693,80,394
"1670312",3694,5,34
"1670314",3695,479,1479
"1670315",3696,650,1273
"1670316A",3697,331,760
"1670316B",3698,0,0
"1670330",3699,415,814
"1670331",3700,247,952
"1670334",3701,102,501
"1670336",3702,212,1723
"1670338",3703,643,1286
"1670340",3704,29,263
"1670341",3705,265,291
"1670343",3706,317,498
"1670345",3707,41,300
"1670347",3708,144,403
"1670389",3709,98,201
"1670391",3710,27,25
"1670394",3711,8,14
"1670398",3712,101,144
"1670399",3713,59,70
"1670401",3714,26,7
"1670439",3715,1280,621
"1670453",3716,1829,914
"1670454",3717,1522,916
"1670455",3718,673,381
"1670456",3719,1748,507
"1670457",3720,2079,648
"1670460",3721,2570,699
"1670461",3722,1781,525
"1670462",3723,2256,711
"1670464",3724,1231,521
"1670471",3725,819,540
"1670482",3726,101,10
"1670487",3727,2315,1112
"1670488",3728,1515,747
"1670490",3729,1868,881
"1671051",3730,156,179
"1671651",3731,0,0
"1672321",3732,0,0
"1672322",3733,0,0
"1672323",3734,235,32
"1672801",3735,0,0
"1673061",3736,0,3
"1673301",3737,0,0
"1673311",3738,72,114
"1674391",3739,12,2
"1690001",3740,264,29
"1690002",3741,355,36
"1690003",3742,199,36
"1690004",3743,124,44
"1690005",3744,61,12
"1690006",3745,68,15
"1710001",3746,1114,269
"1710002",3747,617,160
"1710003",3748,593,151
"1710004",3749,1367,316
"1710005",3750,1121,191
"1710006",3751,419,89
"1710007",3752,1394,290
"1710008",3753,202,41
"1710009",3754,127,19
"1710010",3755,467,116
"1710012",3756,1144,251
"1710013",3757,956,199
"1710015",3758,512,105
"1730001",3759,154,5
"1730002",3760,98,11
"1730003",3761,111,5
"1730004",3762,133,10
"1750011",3763,253,205
"1750012",3764,225,27
"1750021",3765,261,208
"1750022",3766,83,38
"1750031",3767,339,91
"1750032",3768,354,36
"1750041",3769,181,33
"1750042",3770,335,42
"1750043",3771,190,25
"1770001",3772,1013,292
"1770002",3773,508,238
"1770003",3774,510,178
"1770005",3775,279,70
"1770007",3776,213,38
"1770008",3777,161,33
"1770009",3778,277,228
"1770010",3779,209,55
"1770011",3780,130,17
"1770012",3781,74,24
"1770013",3782,164,27
"1770014",3783,52,11
"1770015",3784,184,17
"17704/6",3785,365,125
"1790001",3786,191,11
"1790002",3787,1077,115
"1790003",3788,78,1
"1790004",3789,372,42
"1790005",3790,1405,157
"1790006",3791,1436,141
"1790007",3792,733,125
"1810101",3793,904,791
"1810102",3794,352,757
"1810103",3795,261,48
"1810104",3796,487,94
"1810105",3797,2512,580
"1810106",3798,1156,268
"1810107",3799,943,142
"1810108",3800,716,117
"1810201",3801,1124,505
"1810202",3802,1139,460
"1810203",3803,234,208
"1810204",3804,469,126
"1810205A",3805,1752,405
"1810205B",3806,0,0
"1810206",3807,614,187
"1810207",3808,485,91
"1810208",3809,593,204
"1810209",3810,558,118
"1810210",3811,950,164
"1810301",3812,558,301
"1810302",3813,1851,940
"1810303",3814,455,83
"1810304",3815,1081,518
"1810305",3816,676,143
"1810306",3817,1847,290
"1810307",3818,947,150
"1810308",3819,556,78
"1810309",3820,424,90
"1810401",3821,353,359
"1810402",3822,903,378
"1810403",3823,1375,322
"1810404",3824,1645,367
"1810405",3825,159,88
"1810406",3826,1345,212
"1810407",3827,38,34
"1810408A",3828,588,189
"1810408B",3829,41,13
"1810409",3830,1855,652
"1830001",3831,692,256
"1830002",3832,1572,536
"1830003",3833,1413,494
"1830004",3834,1653,412
"1830005",3835,1603,424
"1830006",3836,1173,187
"1830007",3837,1350,307
"1830008",3838,1754,569
"1830009",3839,1789,599
"1830010",3840,1217,635
"1830011",3841,1730,537
"1830012",3842,2136,275
"1830013",3843,1042,324
"1830014",3844,1948,340
"1830015",3845,383,211
"1830016",3846,1729,332
"1830017",3847,168,185
"1830018",3848,833,980
"1830019",3849,224,1289
"1830020",3850,261,886
"1830021",3851,326,762
"1850001",3852,970,165
"1850002",3853,409,51
"1850003",3854,160,426
"1850004",3855,622,123
"1850005",3856,609,187
"1850006",3857,621,332
"1850007",3858,472,109
"1850008",3859,232,57
"1850009",3860,186,39
"1850010",3861,764,102
"1850011",3862,135,22
"1850012",3863,379,125
"1850014",3864,701,190
"1850015",3865,248,44
"1870101",3866,265,92
"1870102A",3867,408,162
"1870102B",3868,6,2
"1870103",3869,328,120
"1870104",3870,294,204
"1870105",3871,1171,313
"1870106",3872,1333,522
"1870107",3873,562,130
"1870108",3874,270,156
"1870109",3875,254,50
"1870110",3876,86,59
"1870111",3877,33,27
"1870112",3878,69,140
"1870113",3879,396,179
"1870114",3880,289,152
"1870115",3881,146,25
"1870116",3882,994,307
"1870117",3883,1797,686
"1870118",3884,24,19
"1870119",3885,840,240
"1870120",3886,549,148
"1870121",3887,61,25
"1870122",3888,20,7
"1870123",3889,0,1
"1870124",3890,1,0
"1870125",3891,88,19
"1870126",3892,12,2
"1870127",3893,9,5
"1870201",3894,119,89
"1870202",3895,132,304
"1870203",3896,47,126
"1870204",3897,252,356
"1870205",3898,482,164
"1870206",3899,365,576
"1870207",3900,151,242
"1870208",3901,1448,397
"1870209",3902,89,220
"1870210",3903,261,200
"1870211",3904,44,36
"1870212",3905,36,46
"1870213",3906,849,357
"1870214",3907,279,89
"1870215",3908,380,145
"1870216",3909,28,8
"1870217",3910,29,36
"1870218",3911,15,23
"1870219",3912,27,22
"1870220",3913,20,21
"1870221",3914,11,5
"1870222",3915,0,0
"1870223",3916,77,79
"1870224",3917,8,51
"1870225",3918,1,8
"1870226",3919,102,54
"1870301",3920,1021,682
"1870302",3921,1266,999
"1870303",3922,534,258
"1870304",3923,1451,843
"1870305",3924,1374,968
"1870306",3925,1491,883
"1870307",3926,1457,1035
"1870308",3927,841,414
"1870401",3928,660,196
"1870402",3929,539,358
"1870403",3930,782,493
"1870404",3931,969,653
"1870405",3932,896,193
"1870406",3933,1008,178
"1870407",3934,859,192
"1870408",3935,1583,712
"1870409",3936,1250,1342
"1870410",3937,55,25
"1870411",3938,1198,750
"1890101",3939,129,43
"1890102",3940,35,15
"1890103",3941,71,82
"1890104",3942,124,91
"1890105",3943,51,29
"1890110",3944,195,21
"1890111",3945,229,70
"1890112",3946,306,35
"1890202",3947,33,52
"1890203",3948,59,81
"1890204",3949,139,117
"1890205",3950,16,30
"1890206",3951,11,11
"1890213",3952,88,29
"1890214",3953,310,140
"1890215",3954,123,39
"1890304",3955,337,114
"1890305",3956,536,85
"1890306",3957,14,19
"1890307",3958,111,50
"1890308",3959,21,8
"1890316",3960,375,152
"1890317",3961,68,15
"1890318",3962,469,85
"1890406",3963,149,110
"1890407",3964,582,131
"1890408",3965,310,71
"1890409",3966,254,91
"1890419",3967,103,9
"1890420",3968,202,26
"1910101",3969,125,48
"1910201",3970,38,9
"1910202",3971,181,33
"1910301",3972,55,11
"1910302",3973,130,22
"1910401",3974,149,19
"1910402",3975,87,19
"1930001",3976,443,78
"1930004",3977,56,9
"1930005",3978,79,16
"1930007",3979,672,146
"1930009",3980,114,19
"1930012",3981,120,9
"1930014",3982,105,14
"1930015",3983,99,5
"1930017",3984,85,10
"1930022",3985,553,103
"1930023",3986,447,76
"1950001",3987,331,36
"1950002",3988,25,4
"1950003",3989,154,5
"1950004",3990,309,17
"1950005",3991,264,21
"1950006",3992,332,34
"1950007",3993,29,0
"1950009",3994,61,6
"1970001",3995,249,44
"1970002",3996,200,40
"1970003",3997,207,42
"1970004",3998,263,46
"1990001",3999,567,232
"1990002",4000,2087,290
"1990003",4001,285,17
"1990004",4002,391,36
"1990005",4003,302,14
"1990006",4004,2103,261
"1990007",4005,398,29
"1990008",4006,387,46
"1990009",4007,1034,244
"1990010",4008,1024,452
"1990011",4009,418,58
"1990012",4010,452,64
"1990013",4011,1171,90
"1990014",4012,701,63
"1990015",4013,890,120
"1990016",4014,1050,106
"1990017",4015,599,40
"1990018",4016,2927,351
"1990019",4017,509,70
"2010001",4018,555,1367
"2010002",4019,353,808
"2010003",4020,373,771
"2010004",4021,383,923
"2010005",4022,332,751
"2010006",4023,938,1145
"2010007",4024,23,383
"2010008",4025,447,632
"2010009",4026,203,808
"2010010",4027,160,661
"2010011",4028,147,644
"2010012",4029,110,146
"2010013",4030,861,471
"2010014",4031,552,739
"2010015",4032,1036,1163
"2010016",4033,414,761
"2010017",4034,257,425
"2010018",4035,421,603
"2010019",4036,246,696
"2010020",4037,307,996
"2010021",4038,131,558
"2010022",4039,170,970
"2010023",4040,28,165
"2010024",4041,55,364
"2010025",4042,15,308
"2010026",4043,202,906
"2010027",4044,343,1473
"2010028",4045,927,795
"2010029",4046,290,666
"2010030",4047,503,1404
"2010031",4048,34,948
"2010032",4049,538,1351
"2010033",4050,708,1902
"2010034",4051,348,1732
"2010035",4052,1,2
"2010036",4053,296,968
"2010037",4054,512,1386
"2010038",4055,589,1613
"2010039",4056,478,1784
"2010040",4057,158,231
"2010041",4058,236,361
"2010042",4059,14,386
"2010043",4060,412,642
"2010044",4061,183,755
"2010045",4062,498,2428
"2010046",4063,186,889
"2010047",4064,36,538
"2010048",4065,52,344
"2010049",4066,1385,842
"2010050",4067,962,1251
"2010051",4068,680,266
"2010052",4069,617,1140
"2010053",4070,750,1441
"2010054",4071,469,733
"2010055",4072,598,1223
"2010056",4073,506,424
"2010057",4074,817,1631
"2010058",4075,844,1430
"2010059",4076,722,1260
"2010060",4077,406,1647
"2010061",4078,201,581
"2010062",4079,188,753
"2010063",4080,753,214
"2010064",4081,164,749
"2010065",4082,159,724
"2010066",4083,77,374
"2010067",4084,228,1016
"2010068",4085,37,1351
"2010069",4086,77,443
"2010070",4087,1352,1386
"2010071",4088,1534,2224
"2010072",4089,263,763
"2010073",4090,484,602
"2010074",4091,1786,694
"2010075",4092,481,835
"2010076",4093,575,661
"2010077",4094,2,4
"2010078",4095,198,565
"2010079",4096,225,937
"2010080",4097,290,1009
"2010081",4098,249,645
"2010082",4099,1359,659
"2010083",4100,696,1355
"2010084",4101,485,210
"2010085",4102,42,866
"2010086",4103,949,1591
"2010087",4104,1099,961
"2010088",4105,293,142
"2010089",4106,385,438
"2010090",4107,1723,760
"2010091",4108,480,444
"2010092",4109,974,621
"2010093",4110,410,945
"2010094",4111,40,186
"2010095",4112,1097,765
"2010096",4113,138,855
"2010097",4114,1905,712
"2010098",4115,1415,318
"2010099",4116,312,475
"2010100",4117,264,331
"2010101",4118,60,206
"2010102",4119,158,476
"2010103",4120,1210,1593
